SKU,ID,peso_lb,peso_dim_lb,peso_efetivo_lb,preco,lambda,fonte_dim,status,no_general_hoje
MPEX-4877550,7715606265959,0.03,,0.03,12.12,0.0025,,ACTIVE,sim
MPEX-4877575,7715606331495,0.04,,0.04,21.34,0.0019,,ACTIVE,sim
MPEX-4891011,7715606364263,0.1,,0.1,55.29,0.0018,,ACTIVE,sim
MPEX-4891015,7715606397031,0.07,,0.07,34.65,0.002,,ACTIVE,sim
MPEX-4891017,7715606429799,0.09,,0.09,46.84,0.0019,,ACTIVE,sim
MPEX-4891051,7715606462567,0.09,,0.09,42.29,0.0021,,ACTIVE,sim
MPEX-4891077,7715606495335,0.08,,0.08,39.59,0.002,,ACTIVE,sim
MPEX-4895055,7715606560871,0.03,,0.03,14.84,0.002,,ACTIVE,sim
MPEX-4895057,7715606593639,0.04,,0.04,17.96,0.0022,,ACTIVE,sim
MPEX-4897555,7715606626407,0.04,,0.04,19.14,0.0021,,ACTIVE,sim
MPEX-4897557,7715606659175,0.05,,0.05,26.61,0.0019,,ACTIVE,sim
MPEX-4897571,7715606691943,0.07,,0.07,41.27,0.0017,,ACTIVE,sim
MPEX-4897575,7715606724711,0.04,,0.04,23.34,0.0017,,ACTIVE,sim
MPEX-4897577,7715606790247,0.05,,0.05,29.14,0.0017,,ACTIVE,sim
MPEX-5120700,7715606823015,0.8,,0.8,100.56,0.008,,ACTIVE,sim
MPEX-5120701,7715606855783,0.8,,0.8,74.32,0.0108,,ACTIVE,sim
MPEX-5120712,7715606921319,2.19,,2.19,208.78,0.0105,,ACTIVE,sim
MPEX-5120723,7715606954087,3.0,,3.0,251.42,0.0119,,ACTIVE,sim
MPEX-5130704,7715606986855,2.19,,2.19,96.19,0.0228,,ACTIVE,sim
MPEX-5310001,7715607019623,2.19,,2.19,155.3,0.0141,,ACTIVE,sim
MPEX-5310101,7715607052391,2.19,,2.19,202.23,0.0108,,ACTIVE,sim
MPEX-5310104,7715607085159,2.19,,2.19,509.55,0.0043,,ACTIVE,sim
MPEX-5310106,7715607117927,2.19,,2.19,583.63,0.0038,,ACTIVE,sim
MPEX-5310208,7715607150695,2.19,,2.19,366.42,0.006,,ACTIVE,sim
MPEX-5700010,7715607183463,0.05,,0.05,3.29,0.0152,,ACTIVE,sim
MPEX-6110733,7715607248999,2.04,,2.04,28.93,0.0705,,ACTIVE,nao
MPEX-6114001,7715607281767,2.04,46.0,46.04,652.59,0.0706,LWH,ACTIVE,sim
MPEX-6114002,7715607314535,2.04,,2.04,634.0,0.0032,,ACTIVE,sim
MPEX-6115019,7715607347303,2.04,,2.04,59.43,0.0343,,ACTIVE,nao
MPEX-6115029,7715607380071,2.04,,2.04,59.43,0.0343,,ACTIVE,nao
MPEX-6213421,7715607412839,0.8,,0.8,515.96,0.0016,,ACTIVE,sim
MPEX-6213431,7715607478375,0.8,,0.8,596.84,0.0013,,ACTIVE,sim
MPEX-6213451,7715607511143,0.8,,0.8,861.38,0.0009,,ACTIVE,sim
MPEX-7110223,7715607543911,2.19,,2.19,412.11,0.0053,,ACTIVE,sim
MPEX-7110224,7715607576679,2.19,,2.19,63.41,0.0345,,ACTIVE,nao
MPEX-7130212,7715607609447,2.19,,2.19,4.59,0.4771,,ACTIVE,nao
MPEX-7130213,7715607642215,2.19,,2.19,4.81,0.4553,,ACTIVE,nao
MPEX-7130214,7715607707751,2.19,,2.19,4.08,0.5368,,ACTIVE,nao
MPEX-7130215,7715607740519,2.19,,2.19,8.19,0.2674,,ACTIVE,nao
MPEX-7140375,7715607773287,2.19,,2.19,2.11,1.0379,,ACTIVE,nao
MPEX-7140500,7715607806055,2.19,,2.19,2.07,1.058,,ACTIVE,nao
MPEX-7140625,7715607838823,2.19,,2.19,3.39,0.646,,ACTIVE,nao
MPEX-7156275,7715607871591,2.19,,2.19,9.29,0.2357,,ACTIVE,nao
MPEX-8110720,7715607937127,2.19,,2.19,1318.29,0.0017,,ACTIVE,sim
MPEX-8220875,7715608002663,2.19,,2.19,42.63,0.0514,,ACTIVE,nao
MPEX-8401000,7715608035431,2.19,,2.19,348.36,0.0063,,ACTIVE,sim
MUEL-00410500C,7715665739879,10.85,,10.85,351.86,0.0308,,ACTIVE,nao
MUEL-00420500C,7715665772647,4.02,,4.02,192.83,0.0208,,ACTIVE,sim
MUEL-00421640C,7715665805415,10.85,,10.85,518.62,0.0209,,ACTIVE,sim
MUEL-00610500C,7715665838183,10.85,,10.85,490.68,0.0221,,ACTIVE,sim
MUEL-00620500C,7715665870951,6.68,,6.68,277.38,0.0241,,ACTIVE,sim
MUEL-00621640C,7715665903719,21.92,,21.92,746.06,0.0294,,ACTIVE,nao
MUEL-00810500C,7715665936487,10.85,,10.85,507.67,0.0214,,ACTIVE,sim
MUEL-00820500C,7715666002023,9.12,,9.12,316.68,0.0288,,ACTIVE,sim
MUEL-00821640C,7715666034791,21.92,,21.92,997.17,0.022,,ACTIVE,nao
MUEL-00870500,7715666100327,9.12,,9.12,121.11,0.0753,,ACTIVE,nao
MUEL-00871640,7715666133095,29.91,,29.91,429.96,0.0696,,ACTIVE,nao
MUEL-01010500C,7715666231399,10.85,,10.85,544.37,0.0199,,ACTIVE,sim
MUEL-01020500C,7715666264167,12.58,,12.58,374.25,0.0336,,ACTIVE,nao
MUEL-01021640C,7715666329703,21.92,,21.92,1264.38,0.0173,,ACTIVE,nao
MUEL-01070500,7715666395239,12.58,,12.58,152.34,0.0826,,ACTIVE,nao
MUEL-01071640,7715666428007,41.25,,41.25,522.91,0.0789,,ACTIVE,nao
MUEL-01210500C,7715666460775,10.85,,10.85,632.06,0.0172,,ACTIVE,sim
MUEL-01220500C,7715666526311,15.24,,15.24,474.21,0.0321,,ACTIVE,nao
MUEL-01410500C,7715666559079,10.85,,10.85,840.59,0.0129,,ACTIVE,sim
MUEL-01420500C,7715666591847,22.75,,22.75,628.68,0.0362,,ACTIVE,nao
MUEL-01470500,7715666624615,22.75,,22.75,241.92,0.094,,ACTIVE,nao
MUST-12C,7715405922407,14.0,0.0,14.0,209.02,0.067,cube,ACTIVE,nao
MUST-12K,7715405955175,14.0,0.0,14.0,92.14,0.1519,cube,ACTIVE,sim
MUST-14K,7715405987943,1.0,,1.0,87.81,0.0114,,ACTIVE,sim
MUST-17FK,7715406020711,28.83,0.0,28.83,143.97,0.2003,cube,ACTIVE,sim
MUST-17WK,7715406053479,26.67,0.0,26.67,143.97,0.1852,cube,ACTIVE,sim
MUST-247WHT,7715406086247,35.0,,35.0,441.06,0.0794,,ACTIVE,nao
MUST-265-WHT,7715406119015,43.0,0.1,43.0,609.4,0.0706,cube,ACTIVE,sim
MUST-27F,7715406151783,80.0,,80.0,349.92,0.2286,,ACTIVE,nao
MUST-27W,7715406184551,40.0,0.1,40.0,349.92,0.1143,cube,ACTIVE,nao
MUST-28CF,7715406217319,40.0,0.1,40.0,398.46,0.1004,cube,ACTIVE,nao
MUST-3060L-WHT,7715406250087,55.0,0.1,55.0,399.69,0.1376,cube,ACTIVE,nao
MUST-3060R-WHT,7715406282855,55.0,0.1,55.0,399.69,0.1376,cube,ACTIVE,nao
MUST-3232M,7715406315623,60.5,,60.5,213.34,0.2836,,ACTIVE,nao
MUST-3248M,7715406348391,45.0,0.1,45.0,295.69,0.1522,cube,ACTIVE,nao
MUST-3260M,7715406381159,76.0,,76.0,413.22,0.1839,,ACTIVE,nao
MUST-3442M,7715406413927,60.5,,60.5,285.7,0.2118,,ACTIVE,nao
MUST-3448M,7715406446695,64.6,,64.6,302.25,0.2137,,ACTIVE,nao
MUST-3460M,7715406479463,80.7,,80.7,375.8,0.2147,,ACTIVE,nao
MUST-360.100,7715406512231,25.0,8.7,25.0,301.55,0.0829,cube_ft3,ACTIVE,sim
MUST-360.210,7715406544999,1.0,1.2,1.24,65.59,0.019,cube_ft3,ACTIVE,nao
MUST-360L,7715406577767,50.0,0.0,50.0,646.42,0.0773,cube,ACTIVE,nao
MUST-360R,7715406610535,50.0,0.0,50.0,646.42,0.0773,cube,ACTIVE,nao
MUST-3636M,7715406643303,60.5,,60.5,248.9,0.2431,,ACTIVE,nao
MUST-3660M,7715406676071,85.5,,85.5,407.31,0.2099,,ACTIVE,nao
MUST-4236M,7715406708839,60.5,,60.5,297.99,0.203,,ACTIVE,nao
MUST-4260M,7715406741607,99.7,,99.7,595.1,0.1675,,ACTIVE,nao
MUST-557,7715406774375,60.0,,60.0,565.78,0.106,,ACTIVE,sim
MUST-63.401,7715406807143,1.0,1.2,1.24,30.22,0.0411,cube_ft3,ACTIVE,nao
MUST-63MX,7715406839911,45.0,0.0,45.0,257.36,0.1749,cube,ACTIVE,nao
MUST-65.309,7715406872679,1.0,,1.0,15.03,0.0665,,ACTIVE,nao
MUST-65.311,7715406938215,1.0,1.2,1.24,15.03,0.0827,cube_ft3,ACTIVE,nao
MUST-65.600,7715406970983,1.0,1.2,1.24,89.14,0.0139,cube_ft3,ACTIVE,sim
MUST-65.700,7715407003751,1.0,1.2,1.24,53.07,0.0234,cube_ft3,ACTIVE,nao
MUST-65MX,7715407036519,62.2,0.1,62.2,281.08,0.2213,cube,ACTIVE,nao
MUST-67.2424,7715407069287,2.0,,2.0,256.81,0.0078,,ACTIVE,sim
MUST-760T-30WHT,7715407102055,95.5,,95.5,1066.77,0.0895,,ACTIVE,nao
MUST-760T-34WHT,7715407134823,100.0,0.1,100.0,1283.24,0.0779,cube,ACTIVE,nao
MUST-T6030L,7715407167591,70.0,0.2,70.0,380.85,0.1838,cube,ACTIVE,nao
MUST-T6030R,7715407200359,78.0,,78.0,380.85,0.2048,,ACTIVE,nao
NAVA-N2A4B,7715666690151,5.5,,5.5,269.19,0.0204,,ACTIVE,sim
NAVA-NAPS1,7715666722919,5.5,,5.5,398.64,0.0138,,ACTIVE,sim
NAVA-NEF6LM,7715666755687,5.5,,5.5,538.37,0.0102,,ACTIVE,sim
NAVA-NH5SC,7715666788455,5.5,,5.5,129.45,0.0425,,ACTIVE,nao
NAVA-NML1,7715666821223,5.5,,5.5,285.63,0.0193,,ACTIVE,sim
NAVA-NMV1,7715666853991,1.1,,1.1,250.69,0.0044,,ACTIVE,sim
NAVA-NP4DLM,7715666919527,5.5,,5.5,1175.37,0.0047,,ACTIVE,sim
NAVA-NP7DP2,7715666952295,5.5,,5.5,667.83,0.0082,,ACTIVE,sim
NAVA-NRDDF,7715666985063,5.5,,5.5,1859.64,0.003,,ACTIVE,sim
NAVA-NRRD,7715667050599,35.7,,35.7,1169.2,0.0305,,ACTIVE,nao
NAVA-NRS2I01,7715667083367,5.5,,5.5,355.49,0.0155,,ACTIVE,sim
NAVA-NTD28,7715667116135,5.5,,5.5,23.84,0.2307,,ACTIVE,nao
NAVA-NTE11H,7715667148903,5.5,,5.5,575.36,0.0096,,ACTIVE,sim
NAVA-NTF66,7715667181671,4.5,,4.5,139.73,0.0322,,ACTIVE,nao
NAVA-NTW1,7715667214439,5.5,,5.5,334.94,0.0164,,ACTIVE,sim
NAVI-30003873B,7715667279975,1.0,,1.0,14.79,0.0676,,ACTIVE,nao
NAVI-30010747A,7715667312743,1.0,,1.0,15.0,0.0667,,ACTIVE,nao
NAVI-30012950A,7715667345511,0.5,,0.5,66.66,0.0075,,ACTIVE,sim
NAVI-30014367B,7715667411047,4.0,,4.0,72.91,0.0549,,ACTIVE,nao
NAVI-30018659A,7715667443815,4.0,,4.0,1329.18,0.003,,ACTIVE,sim
NAVI-30018661A,7715667476583,7.0,,7.0,1281.25,0.0055,,ACTIVE,sim
NAVI-30018664A,7715667509351,4.0,,4.0,1689.6,0.0024,,ACTIVE,sim
NAVI-30022965A,7715667574887,42.0,,42.0,100.0,0.42,,ACTIVE,nao
NAVI-30023991A,7715667607655,4.0,,4.0,95.84,0.0417,,ACTIVE,nao
NAVI-30024017A,7715667640423,4.0,,4.0,158.34,0.0253,,ACTIVE,sim
NAVI-30025801A,7715667705959,4.0,,4.0,58.34,0.0686,,ACTIVE,nao
NAVI-30025812A,7715667738727,4.0,,4.0,147.91,0.027,,ACTIVE,sim
NAVI-30028683A,7715667771495,50.0,,50.0,1618.77,0.0309,,ACTIVE,nao
NAVI-30029596A,7715667804263,42.0,,42.0,1281.25,0.0328,,ACTIVE,nao
NAVI-30029597A,7715667902567,42.0,,42.0,1329.18,0.0316,,ACTIVE,nao
NAVI-GFFM-KDIZUS-006,7715667935335,42.0,,42.0,433.33,0.0969,,ACTIVE,nao
NAVI-GFFM-KDIZUS-009,7715667968103,42.0,,42.0,612.51,0.0686,,ACTIVE,nao
NAVI-GFFM-KDIZUS-010,7715668000871,42.0,,42.0,427.08,0.0983,,ACTIVE,nao
NAVI-GFFM-MSOZUS-001,7715668066407,42.0,,42.0,633.35,0.0663,,ACTIVE,nao
NAVI-GFFM-MSOZUS-002,7715668099175,42.0,,42.0,779.18,0.0539,,ACTIVE,nao
NAVI-GPWC110001AC001,7715668131943,7.0,,7.0,246.44,0.0284,,ACTIVE,sim
NAVI-GWFC110GD001,7715668197479,7.0,,7.0,87.5,0.08,,ACTIVE,nao
NAVI-GXXX000546,7715668230247,0.1,,0.1,31.66,0.0032,,ACTIVE,sim
NAVI-GXXX001319,7715668263015,1.0,,1.0,23.54,0.0425,,ACTIVE,nao
NAVI-GXXX001427,7715668295783,0.1,,0.1,8.54,0.0117,,ACTIVE,sim
NAVI-GXXX001727,7715668361319,3.5,,3.5,377.08,0.0093,,ACTIVE,sim
NAVI-GXXX001769,7715668394087,0.2,,0.2,25.83,0.0077,,ACTIVE,sim
NAVI-GXXX001891,7715668426855,4.0,,4.0,129.16,0.031,,ACTIVE,nao
NAVI-GXXX001892,7715668459623,4.0,,4.0,135.42,0.0295,,ACTIVE,sim
NAVI-GXXX001893,7715668492391,4.0,,4.0,168.75,0.0237,,ACTIVE,sim
NAVI-GXXX001894,7715668557927,4.0,,4.0,64.59,0.0619,,ACTIVE,nao
NAVI-GXXX001895,7715668590695,4.0,,4.0,62.51,0.064,,ACTIVE,nao
NAVI-GXXX001896,7715668623463,4.0,,4.0,56.25,0.0711,,ACTIVE,nao
NAVI-GXXX001901,7715668656231,4.0,,4.0,185.41,0.0216,,ACTIVE,sim
NAVI-GXXX001902,7715668688999,4.0,,4.0,108.33,0.0369,,ACTIVE,nao
NAVI-GXXX002139,7715668721767,3.1,,3.1,154.17,0.0201,,ACTIVE,sim
NAVI-GXXX002396,7715668754535,0.26,,0.26,766.68,0.0003,,ACTIVE,sim
NAVI-NCB-240/110H,7715668820071,96.0,,96.0,4027.5,0.0238,,ACTIVE,nao
NAVI-NCB-240/110H-RAL,7715668852839,96.0,,96.0,4027.5,0.0238,,ACTIVE,nao
NAVI-NFB-175H,7715668885607,121.0,,121.0,3810.0,0.0318,,ACTIVE,nao
NAVI-NFB-200H,7715668918375,121.0,,121.0,4095.0,0.0295,,ACTIVE,nao
NAVI-NFB-301C,7715668951143,243.0,,243.0,10162.5,0.0239,,ACTIVE,nao
NAVI-NFB-399C,7715668983911,278.0,,278.0,12300.0,0.0226,,ACTIVE,nao
NAVI-NFC-250/175H,7715669016679,141.0,,141.0,4725.0,0.0298,,ACTIVE,nao
NAVI-NFC-250/200H,7715669049447,141.0,,141.0,4957.5,0.0284,,ACTIVE,nao
NAVI-NHB-110,7715669082215,80.0,,80.0,3277.5,0.0244,,ACTIVE,nao
NAVI-NHB-110H,7715669114983,80.0,,80.0,3277.5,0.0244,,ACTIVE,nao
NAVI-NHB-150H,7715669147751,80.0,,80.0,3540.0,0.0226,,ACTIVE,nao
NAVI-NHB-55,7715669180519,73.0,,73.0,2767.5,0.0264,,ACTIVE,nao
NAVI-NHB-55H,7715669213287,80.0,,80.0,2767.5,0.0289,,ACTIVE,nao
NAVI-NHB-80,7715669278823,73.0,,73.0,3030.0,0.0241,,ACTIVE,nao
NAVI-NHB-80H,7715669311591,80.0,,80.0,3030.0,0.0264,,ACTIVE,nao
NAVI-NHW700-160SU-NG,7715669344359,60.0,,60.0,1087.5,0.0552,,ACTIVE,nao
NAVI-NHW700-180AI-NG,7715669377127,60.0,,60.0,1455.0,0.0412,,ACTIVE,nao
NAVI-NHW700-180SU-NG,7715669409895,60.0,,60.0,1260.0,0.0476,,ACTIVE,nao
NAVI-NHW700-199AI-NG,7715669442663,60.0,,60.0,1695.0,0.0354,,ACTIVE,nao
NAVI-NHW700-199SU-LP,7715669475431,60.0,,60.0,1507.5,0.0398,,ACTIVE,nao
NAVI-NHW700-199SU-NG,7715669540967,60.0,,60.0,1507.5,0.0398,,ACTIVE,nao
NAVI-NPE-150S2-NG/LP,7715669573735,62.0,,62.0,1740.0,0.0356,,ACTIVE,nao
NAVI-NPE-180A2,7715669606503,73.0,,73.0,2325.0,0.0314,,ACTIVE,nao
NAVI-NPE-180S2-NG/LP,7715669639271,68.0,,68.0,1972.5,0.0345,,ACTIVE,nao
NAVI-NPE-210A2,7715669672039,77.0,,77.0,2617.5,0.0294,,ACTIVE,nao
NAVI-NPE-210S2-NG/LP,7715669704807,73.0,,73.0,2167.5,0.0337,,ACTIVE,nao
NAVI-NPE-240A2,7715669737575,77.0,,77.0,2910.0,0.0265,,ACTIVE,nao
NAVI-NPE-240S2-NG/LP,7715669770343,73.0,,73.0,2385.0,0.0306,,ACTIVE,nao
NAVI-NPF700-060U3BH,7715669803111,2.19,,2.19,2940.0,0.0007,,ACTIVE,sim
NAVI-NPF700-100H5CH,7715669835879,2.19,,2.19,3570.0,0.0006,,ACTIVE,sim
NAVI-NPF700-100U5CH,7715669868647,2.19,,2.19,3570.0,0.0006,,ACTIVE,sim
NAVI-NPN-160U-LP,7715669901415,55.0,,55.0,1005.0,0.0547,,ACTIVE,nao
NAVI-NPN-180E-LP,7715669934183,60.0,,60.0,1155.0,0.0519,,ACTIVE,nao
NAVI-NPN-180U-LP,7715669966951,60.0,,60.0,1155.0,0.0519,,ACTIVE,nao
NAVI-PBCM-AS-001,7715669999719,0.26,,0.26,289.59,0.0009,,ACTIVE,sim
NAVI-PFMZ-02P-001,7715670032487,3.5,,3.5,227.08,0.0154,,ACTIVE,sim
NDSP-107BC,7715670065255,4.5,,4.5,8.5,0.5294,,ACTIVE,nao
NDSP-107BCS,7715670098023,4.5,,4.5,14.21,0.3167,,ACTIVE,nao
NDSP-111BC,7715670130791,4.5,,4.5,20.94,0.2149,,ACTIVE,nao
NDSP-111BCS,7715670163559,4.5,,4.5,22.62,0.1989,,ACTIVE,nao
NDSP-111BCW,7715670196327,4.5,,4.5,70.75,0.0636,,ACTIVE,nao
NDSP-113-6,7715670229095,4.5,,4.5,25.66,0.1754,,ACTIVE,nao
NDSP-113B,7715670261863,4.5,,4.5,34.16,0.1317,,ACTIVE,nao
NDSP-113BC,7715670294631,9.0,,9.0,46.83,0.1922,,ACTIVE,nao
NDSP-113BCM,7715670327399,4.5,,4.5,60.99,0.0738,,ACTIVE,nao
NDSP-117-6,7715670360167,4.5,,4.5,32.98,0.1364,,ACTIVE,nao
NDSP-117BC,7715670392935,0.05,,0.05,85.2,0.0006,,ACTIVE,sim
NEUT-22RCK-S,7715670425703,3.0,,3.0,35.27,0.0851,,ACTIVE,nao
NEUT-60RCK-S,7715670491239,5.0,,5.0,62.56,0.0799,,ACTIVE,nao
NEUT-CN2-220BC,7715670524007,4.0,,4.0,103.26,0.0387,,ACTIVE,nao
NEUT-CN4B-600C,7715670556775,7.0,,7.0,149.75,0.0467,,ACTIVE,nao
NEWP-1-607U,7715670589543,0.9,,0.9,229.98,0.0039,,ACTIVE,sim
NEWP-1-743,7715670622311,5.0,3.1,5.0,779.36,0.0064,LWH,ACTIVE,sim
NHSC-1000-CPL,7716760191079,2.1,,2.1,58.66,0.0358,,ACTIVE,nao
NHSC-150-CPL,7716760223847,0.2,,0.2,6.57,0.0304,,ACTIVE,nao
NHSC-200-CPL,7716760256615,0.2,,0.2,6.57,0.0304,,ACTIVE,nao
NHSC-200.150-CPL,7716760289383,0.3,,0.3,7.63,0.0393,,ACTIVE,nao
NHSC-300-CPL,7716760322151,0.61,,0.61,7.86,0.0776,,ACTIVE,nao
NHSC-300.200-CPL,7716760354919,0.4,,0.4,11.96,0.0334,,ACTIVE,nao
NHSC-400-CPL,7716760387687,0.5,,0.5,9.29,0.0538,,ACTIVE,nao
NHSC-400.300-CPL,7716760420455,0.76,,0.76,14.19,0.0536,,ACTIVE,nao
NHSC-500-CPL,7716760453223,0.8,,0.8,22.61,0.0354,,ACTIVE,nao
NHSC-600-CPL,7716760485991,1.0,,1.0,23.49,0.0426,,ACTIVE,nao
NHSC-800-CPL,7716760518759,1.8,,1.8,44.43,0.0405,,ACTIVE,nao
NHSF-1000-1/8,7716760551527,30.7,0.8,30.7,490.51,0.0626,cube,ACTIVE,nao
NHSF-1000-BPL,7716760584295,15.5,,15.5,229.4,0.0676,,ACTIVE,nao
NHSF-1000-SS1/4,7716760617063,55.4,,55.4,748.98,0.074,,ACTIVE,nao
NHSF-1000-TET,7716760715367,5.7,,5.7,1001.5,0.0057,,ACTIVE,sim
NHSF-1000-WYE,7716760748135,73.0,1.8,73.0,1104.05,0.0661,cube,ACTIVE,nao
NHSF-1000.400-SRED,7716760780903,15.0,0.4,15.0,236.91,0.0633,cube,ACTIVE,nao
NHSF-1000.400-WYE,7716760813671,37.0,1.2,37.0,765.6,0.0483,cube,ACTIVE,nao
NHSF-1000.600-SRED,7716760846439,14.3,0.4,14.3,250.45,0.0571,cube,ACTIVE,nao
NHSF-1000.600-WYE,7716760879207,48.0,1.3,48.0,801.39,0.0599,cube,ACTIVE,nao
NHSF-1000.800-SRED,7716760911975,13.0,0.5,13.0,293.56,0.0443,cube,ACTIVE,nao
NHSF-1200-1/8,7716760944743,39.0,,39.0,991.62,0.0393,,ACTIVE,nao
NHSF-1200-BPL,7716761010279,18.0,,18.0,363.47,0.0495,,ACTIVE,nao
NHSF-1200-SS1/4,7716761043047,70.0,,70.0,2338.61,0.0299,,ACTIVE,sim
NHSF-1200-WYE,7716761075815,112.0,,112.0,2174.37,0.0515,,ACTIVE,nao
NHSF-1200.1000-SRED,7716761108583,25.0,,25.0,549.15,0.0455,,ACTIVE,nao
NHSF-1200.600-SRED,7716761141351,20.0,,20.0,525.22,0.0381,,ACTIVE,nao
NHSF-1200.800-SRED,7716761174119,21.0,,21.0,540.15,0.0389,,ACTIVE,nao
NHSF-150-1/16,7716761206887,1.0,0.0,1.0,21.55,0.0464,cube,ACTIVE,nao
NHSF-150-1/4,7716761239655,1.9,0.0,1.9,24.53,0.0775,cube,ACTIVE,nao
NHSF-150-1/8,7716761272423,1.1,0.0,1.1,20.37,0.054,cube,ACTIVE,nao
NHSF-150-BPL,7716761305191,0.8,0.0,0.8,13.35,0.0599,cube,ACTIVE,nao
NHSF-150-LS1/4,7716761337959,4.1,0.1,4.1,62.49,0.0656,cube,ACTIVE,nao
NHSF-150-LTTY,7716761370727,2.6,0.1,2.6,37.08,0.0701,cube,ACTIVE,nao
NHSF-150-PTR,7716761403495,2.8,0.1,2.8,41.33,0.0677,cube,ACTIVE,nao
NHSF-150-SANT,7716761436263,2.3,0.1,2.3,34.41,0.0668,cube,ACTIVE,nao
NHSF-150-TST,7716761469031,2.1,0.1,2.1,45.48,0.0462,cube,ACTIVE,nao
NHSF-150-WYE,7716761501799,2.0,0.1,2.0,34.91,0.0573,cube,ACTIVE,nao
NHSF-150.150-TSS1/4,7716761534567,1.5,0.1,1.5,33.22,0.0452,cube,ACTIVE,nao
NHSF-200-1/16,7716761567335,1.3,0.0,1.3,23.54,0.0552,cube,ACTIVE,nao
NHSF-200-1/4,7716761600103,2.8,0.0,2.8,26.79,0.1045,cube,ACTIVE,nao
NHSF-200-1/6,7716761632871,2.0,0.0,2.0,28.08,0.0712,cube,ACTIVE,nao
NHSF-200-1/8,7716761665639,2.1,0.0,2.1,23.04,0.0911,cube,ACTIVE,nao
NHSF-200-BPL,7716761698407,0.7,0.0,0.7,13.44,0.0521,cube,ACTIVE,nao
NHSF-200-C/O-TEE,7716761731175,5.7,,5.7,61.99,0.092,,ACTIVE,nao
NHSF-200-DBL1/4,7716761763943,3.6,,3.6,60.21,0.0598,,ACTIVE,nao
NHSF-200-DBLC,7716761796711,6.2,0.1,6.2,92.55,0.067,cube,ACTIVE,nao
NHSF-200-DBLY,7716761829479,3.6,0.1,3.6,54.09,0.0666,cube,ACTIVE,nao
NHSF-200-FG5,7716761862247,5.0,0.1,5.0,89.28,0.056,cube,ACTIVE,nao
NHSF-200-GASKET,7716761895015,0.25,0.0,0.25,5.56,0.045,cube,ACTIVE,nao
NHSF-200-IBCO,7716761927783,0.6,0.1,0.6,54.09,0.0111,cube,ACTIVE,sim
NHSF-200-LS1/4,7716761960551,6.0,0.1,6.0,58.24,0.103,cube,ACTIVE,nao
NHSF-200-LTTY,7716761993319,4.5,0.1,4.5,38.95,0.1155,cube,ACTIVE,nao
NHSF-200-PTR,7716762026087,4.7,0.1,4.7,38.95,0.1207,cube,ACTIVE,nao
NHSF-200-SANC,7716762845287,4.0,0.1,4.0,62.79,0.0637,cube,ACTIVE,nao
NHSF-200-SANT,7716762878055,3.4,0.1,3.4,36.88,0.0922,cube,ACTIVE,nao
NHSF-200-SS1/4,7716762910823,4.2,0.1,4.2,37.38,0.1124,cube,ACTIVE,nao
NHSF-200-TAPA,7716763107431,1.6,0.0,1.6,30.75,0.052,cube,ACTIVE,nao
NHSF-200-TET,7716764614759,2.7,0.1,2.7,33.31,0.0811,cube,ACTIVE,nao
NHSF-200-TPTR,7716765892711,5.7,,5.7,88.2,0.0646,,ACTIVE,nao
NHSF-200-TST,7716765958247,2.9,0.1,2.9,46.28,0.0627,cube,ACTIVE,nao
NHSF-200-UPRY,7716765991015,5.0,,5.0,59.82,0.0836,,ACTIVE,nao
NHSF-200-WYE,7716766253159,3.6,0.1,3.6,34.02,0.1058,cube,ACTIVE,nao
NHSF-200.150-FER,7716766777447,0.4,0.0,0.4,25.21,0.0159,cube,ACTIVE,sim
NHSF-200.150-FG1,7716768022631,4.9,0.1,4.9,92.05,0.0532,cube,ACTIVE,nao
NHSF-200.150-LTTY,7716769562727,2.8,0.1,2.8,41.33,0.0677,cube,ACTIVE,nao
NHSF-200.150-SANT,7716770447463,3.0,0.1,3.0,37.38,0.0803,cube,ACTIVE,nao
NHSF-200.150-SRED,7716771692647,1.1,0.0,1.1,19.38,0.0568,cube,ACTIVE,nao
NHSF-200.150-TAPA,7716772479079,1.2,,1.2,30.75,0.039,,ACTIVE,nao
NHSF-200.150-TSC,7716773003367,3.5,0.1,3.5,56.05,0.0624,cube,ACTIVE,nao
NHSF-200.150-TSS1/4,7716773658727,1.5,0.0,1.5,30.95,0.0485,cube,ACTIVE,nao
NHSF-200.150-TST,7716774183015,2.5,0.1,2.5,40.24,0.0621,cube,ACTIVE,nao
NHSF-200.200-TSS1/4,7716774608999,2.6,0.1,2.6,45.48,0.0572,cube,ACTIVE,nao
NHSF-300-1/16,7716774838375,2.4,0.0,2.4,27.39,0.0876,cube,ACTIVE,nao
NHSF-300-1/4,7716774871143,4.9,0.1,4.9,37.38,0.1311,cube,ACTIVE,nao
NHSF-300-1/6,7716774903911,3.0,0.1,3.0,36.39,0.0824,cube,ACTIVE,nao
NHSF-300-1/8,7716774936679,3.3,0.0,3.3,30.95,0.1066,cube,ACTIVE,nao
NHSF-300-BPL,7716774969447,1.2,0.0,1.2,19.38,0.0619,cube,ACTIVE,nao
NHSF-300-DBLY,7716775002215,6.5,0.2,6.5,99.77,0.0651,cube,ACTIVE,nao
NHSF-300-GASKET,7716775034983,0.35,0.0,0.35,7.27,0.0481,cube,ACTIVE,nao
NHSF-300-IBCO,7716775067751,1.3,0.1,1.3,69.02,0.0188,cube,ACTIVE,sim
