SKU,ID,peso_lb,peso_dim_lb,peso_efetivo_lb,preco,lambda,fonte_dim,status,no_general_hoje
MOUN-MT2000-2/ULB,7715593977959,3.0,,3.0,385.12,0.0078,,ACTIVE,sim
MOUN-MT200EV/BRN,7715594010727,1.0,,1.0,133.57,0.0075,,ACTIVE,sim
MOUN-MT200EV/BRS,7715594043495,1.0,,1.0,86.78,0.0115,,ACTIVE,sim
MOUN-MT200EV/CPB,7715594076263,5.0,,5.0,113.1,0.0442,,ACTIVE,nao
MOUN-MT200EV/MB,7715594109031,1.0,,1.0,140.4,0.0071,,ACTIVE,sim
MOUN-MT200EV/ORB,7715594174567,1.0,,1.0,140.4,0.0071,,ACTIVE,sim
MOUN-MT200EV/SG,7715594207335,1.0,,1.0,252.52,0.004,,ACTIVE,sim
MOUN-MT202/BRS,7715594240103,1.0,,1.0,99.45,0.0101,,ACTIVE,sim
MOUN-MT202/CPB,7715594338407,1.0,,1.0,141.38,0.0071,,ACTIVE,sim
MOUN-MT202/MB,7715594371175,5.0,,5.0,156.0,0.0321,,ACTIVE,nao
MOUN-MT202/ORB,7715594403943,5.0,,5.0,156.0,0.0321,,ACTIVE,nao
MOUN-MT21-8/MB,7715594436711,5.0,,5.0,199.88,0.025,,ACTIVE,sim
MOUN-MT30-18/BRN,7715594469479,1.0,,1.0,260.33,0.0038,,ACTIVE,sim
MOUN-MT300/BRN,7715594535015,0.89,,0.89,127.73,0.007,,ACTIVE,sim
MOUN-MT300/BRS,7715594567783,0.89,,0.89,79.95,0.0111,,ACTIVE,sim
MOUN-MT300/CPB,7715594600551,0.89,,0.89,122.85,0.0072,,ACTIVE,sim
MOUN-MT300/MB,7715594633319,0.89,,0.89,136.5,0.0065,,ACTIVE,sim
MOUN-MT300/ORB,7715594698855,0.89,,0.89,136.5,0.0065,,ACTIVE,sim
MOUN-MT300/PN,7715594731623,0.89,,0.89,127.73,0.007,,ACTIVE,sim
MOUN-MT303/BRN,7715594764391,0.89,,0.89,149.18,0.006,,ACTIVE,sim
MOUN-MT303/BRS,7715594797159,0.89,,0.89,94.57,0.0094,,ACTIVE,sim
MOUN-MT303/MB,7715594862695,0.89,,0.89,160.88,0.0055,,ACTIVE,sim
MOUN-MT3130/BRN,7715594895463,0.5,,0.5,214.5,0.0023,,ACTIVE,sim
MOUN-MT3130/ORB,7715594928231,1.0,,1.0,274.95,0.0036,,ACTIVE,sim
MOUN-MT3140/ORB,7715594960999,1.0,,1.0,274.95,0.0036,,ACTIVE,sim
MOUN-MT436X/CPB,7715594993767,0.32,,0.32,45.83,0.007,,ACTIVE,sim
MOUN-MT605A,7715595059303,0.88,,0.88,39.97,0.022,,ACTIVE,sim
MOUN-MT606,7715595092071,0.88,,0.88,25.35,0.0347,,ACTIVE,nao
MOUN-MT607/MB,7715595124839,5.0,,5.0,87.75,0.057,,ACTIVE,nao
MOUN-MT607/PN,7715595157607,0.88,,0.88,78.97,0.0111,,ACTIVE,sim
MOUN-MT641-3,7715595223143,5.0,,5.0,693.22,0.0072,,ACTIVE,sim
MOUN-MT7100-NL/BRN,7715595255911,22.0,,22.0,897.97,0.0245,,ACTIVE,sim
MOUN-MT7100-NL/CPB,7715595288679,0.53,,0.53,628.88,0.0008,,ACTIVE,sim
MOUN-MT741/BRN,7715595354215,1.0,,1.0,125.77,0.008,,ACTIVE,sim
MOUN-MT741/CPB,7715595386983,1.0,,1.0,81.9,0.0122,,ACTIVE,sim
MOUN-MT742/BRN,7715595419751,1.0,,1.0,125.77,0.008,,ACTIVE,sim
MOUN-MT742/CPB,7715595452519,22.0,,22.0,81.9,0.2686,,ACTIVE,nao
MOUN-MT745-3/PEW,7715595485287,1.0,,1.0,354.9,0.0028,,ACTIVE,sim
MOUN-MT749-3/CPB,7715595518055,1.0,,1.0,99.45,0.0101,,ACTIVE,sim
MOUN-MT749-3/MB,7715595550823,1.0,,1.0,226.2,0.0044,,ACTIVE,sim
MOUN-MT749/BRN,7715595616359,1.0,,1.0,136.5,0.0073,,ACTIVE,sim
MOUN-MT749/CPB,7715595649127,1.0,,1.0,99.45,0.0101,,ACTIVE,sim
MOUN-MT749/MB,7715595681895,1.0,,1.0,226.2,0.0044,,ACTIVE,sim
MOUN-MT749/ORB,7715595714663,1.0,,1.0,226.2,0.0044,,ACTIVE,sim
MOUN-MT951/BRN,7715595747431,1.0,,1.0,186.23,0.0054,,ACTIVE,sim
MOUN-MT951/ORB,7715595780199,1.0,,1.0,223.27,0.0045,,ACTIVE,sim
MOUN-MT953/BRN,7715595812967,1.0,,1.0,186.23,0.0054,,ACTIVE,sim
MOUN-MT953/BRS,7715595878503,1.0,,1.0,172.57,0.0058,,ACTIVE,sim
MOUN-MT953/CHBRZ,7715595911271,1.0,,1.0,362.7,0.0028,,ACTIVE,sim
MOUN-MT953/MB,7715595944039,1.0,,1.0,223.27,0.0045,,ACTIVE,sim
MOUN-MT953/ORB,7715595976807,1.0,,1.0,223.27,0.0045,,ACTIVE,sim
MOUN-MT953/PN,7715596009575,1.0,,1.0,186.23,0.0054,,ACTIVE,sim
MOUN-MT953/VB,7715596042343,1.0,,1.0,223.27,0.0045,,ACTIVE,sim
MOUN-MT957/PN,7715596075111,1.0,,1.0,253.5,0.0039,,ACTIVE,sim
MOUN-MT962/MB,7715596140647,1.0,,1.0,293.48,0.0034,,ACTIVE,sim
MOUN-STEALTH1250,7715596173415,19.05,,19.05,588.9,0.0323,,ACTIVE,nao
MOUN-STEALTH750,7715596206183,19.05,,19.05,498.22,0.0382,,ACTIVE,nao
MOUN-TRIMM3/BRN,7715596238951,5.0,,5.0,129.68,0.0386,,ACTIVE,nao
MOUN-TRIMM3/CHBRZ,7715596271719,1.45,,1.45,304.2,0.0048,,ACTIVE,sim
MOUN-TRIMM3/CPB,7715596304487,1.45,,1.45,96.52,0.015,,ACTIVE,sim
MOUN-TRIMM3/MB,7715596337255,1.45,,1.45,190.12,0.0076,,ACTIVE,sim
MOUN-TRIMM3/ORB,7715596402791,1.45,,1.45,190.12,0.0076,,ACTIVE,sim
MOUN-TRIMM3/PN,7715596435559,1.45,,1.45,129.68,0.0112,,ACTIVE,sim
MOUN-TRIMM3/PVD,7715596468327,1.45,,1.45,304.2,0.0048,,ACTIVE,sim
MOUN-TRIMM3/VB,7715596501095,1.45,,1.45,190.12,0.0076,,ACTIVE,sim
MOUN-UNVTRIM/CPB,7715596533863,1.45,,1.45,150.15,0.0097,,ACTIVE,sim
MPEX-1210060,7715596566631,29.2,,29.2,572.6,0.051,,ACTIVE,nao
MPEX-1210100,7715596599399,29.2,,29.2,953.21,0.0306,,ACTIVE,nao
MPEX-1220030,7715596697703,29.2,,29.2,327.24,0.0892,,ACTIVE,nao
MPEX-1220050,7715596730471,29.2,,29.2,543.97,0.0537,,ACTIVE,nao
MPEX-1220100,7715596763239,29.2,,29.2,1087.55,0.0268,,ACTIVE,nao
MPEX-1220120,7715596796007,29.2,200.8,200.77,1302.66,0.1541,LWH,ACTIVE,nao
MPEX-1220160,7715596828775,29.2,,29.2,1738.01,0.0168,,ACTIVE,nao
MPEX-1230030,7715596861543,29.2,,29.2,468.92,0.0623,,ACTIVE,nao
MPEX-1230033,7715596894311,29.2,32.4,32.37,515.34,0.0628,cube,ACTIVE,nao
MPEX-1230050,7715596927079,29.2,45.3,45.32,779.64,0.0581,cube,ACTIVE,nao
MPEX-1230100,7715596992615,29.2,,29.2,1565.91,0.0186,,ACTIVE,nao
MPEX-1230110,7715597025383,29.2,103.6,103.6,1717.49,0.0603,cube,ACTIVE,nao
MPEX-1240010,7715597058151,29.2,,29.2,198.24,0.1473,,ACTIVE,nao
MPEX-1240030,7715597090919,29.2,,29.2,596.53,0.0489,,ACTIVE,nao
MPEX-1240040,7715597123687,29.2,,29.2,916.05,0.0319,,ACTIVE,nao
MPEX-1240050,7715597156455,29.2,,29.2,991.21,0.0295,,ACTIVE,nao
MPEX-1241020,7715597189223,29.2,,29.2,39.46,0.74,,ACTIVE,nao
MPEX-1250010,7715597254759,29.2,29.5,29.47,357.13,0.0825,LWH,ACTIVE,nao
MPEX-1250030,7715597287527,29.2,,29.2,1075.2,0.0272,,ACTIVE,nao
MPEX-1251020,7715597353063,29.2,,29.2,71.59,0.4079,,ACTIVE,nao
MPEX-1261010,7715597385831,29.2,,29.2,98.32,0.297,,ACTIVE,nao
MPEX-1320100,7715597418599,0.94,,0.94,1217.3,0.0008,,ACTIVE,sim
MPEX-1330040,7715597451367,0.94,,0.94,937.85,0.001,,ACTIVE,sim
MPEX-1620010,7715597516903,13.14,,13.14,84.02,0.1564,,ACTIVE,nao
MPEX-1620030,7715597549671,13.14,,13.14,253.38,0.0519,,ACTIVE,nao
MPEX-1621040,7715597582439,13.14,,13.14,16.84,0.7803,,ACTIVE,nao
MPEX-1640010,7715597615207,13.14,,13.14,131.02,0.1003,,ACTIVE,nao
MPEX-1641020,7715597647975,13.14,,13.14,26.36,0.4985,,ACTIVE,nao
MPEX-1650010,7715597680743,13.14,,13.14,246.12,0.0534,,ACTIVE,nao
MPEX-1650030,7715597713511,13.14,,13.14,739.29,0.0178,,ACTIVE,sim
MPEX-1651010,7715597779047,13.14,,13.14,49.23,0.2669,,ACTIVE,nao
MPEX-1660010,7715597811815,13.14,41.8,41.83,566.7,0.0738,LWH,ACTIVE,sim
MPEX-1661010,7715597844583,13.14,,13.14,113.34,0.1159,,ACTIVE,nao
MPEX-1670010,7715597877351,13.14,95.4,95.4,772.86,0.1234,cube,ACTIVE,sim
MPEX-1671010,7715597910119,13.14,,13.14,154.57,0.085,,ACTIVE,nao
MPEX-1680010,7715597942887,13.14,174.8,174.81,1322.61,0.1322,cube,ACTIVE,sim
MPEX-1681010,7715597975655,13.14,,13.14,264.52,0.0497,,ACTIVE,nao
MPEX-1720010,7715598041191,13.14,,13.14,84.02,0.1564,,ACTIVE,nao
MPEX-1720030,7715598073959,13.14,30.4,30.45,253.84,0.1199,cube,ACTIVE,nao
MPEX-1720050,7715598106727,13.14,,13.14,421.85,0.0311,,ACTIVE,nao
MPEX-1721040,7715598139495,13.14,,13.14,16.84,0.7803,,ACTIVE,nao
MPEX-1740010,7715598172263,13.14,,13.14,131.02,0.1003,,ACTIVE,nao
MPEX-1740030,7715598205031,13.14,,13.14,395.37,0.0332,,ACTIVE,nao
MPEX-1741020,7715598237799,13.14,,13.14,26.36,0.4985,,ACTIVE,nao
MPEX-1750010,7715598303335,13.14,,13.14,246.12,0.0534,,ACTIVE,nao
MPEX-1751010,7715598336103,13.14,,13.14,49.23,0.2669,,ACTIVE,nao
MPEX-1820010,7715598368871,13.14,,13.14,84.47,0.1556,,ACTIVE,nao
MPEX-1820030,7715598401639,13.14,,13.14,253.84,0.0518,,ACTIVE,nao
MPEX-1820050,7715598467175,13.14,,13.14,421.85,0.0311,,ACTIVE,nao
MPEX-1821040,7715598499943,13.14,,13.14,16.84,0.7803,,ACTIVE,nao
MPEX-1840010,7715598532711,13.14,,13.14,131.28,0.1001,,ACTIVE,nao
MPEX-1840030,7715598565479,13.14,,13.14,395.37,0.0332,,ACTIVE,nao
MPEX-1841020,7715598598247,13.14,,13.14,26.36,0.4985,,ACTIVE,nao
MPEX-1850010,7715598631015,13.14,,13.14,246.12,0.0534,,ACTIVE,nao
MPEX-1851010,7715598696551,13.14,,13.14,49.23,0.2669,,ACTIVE,nao
MPEX-2410500,7715598729319,0.52,,0.52,12.24,0.0425,,ACTIVE,nao
MPEX-3011031,7715598762087,0.46,,0.46,12.38,0.0372,,ACTIVE,nao
MPEX-3011040,7715598794855,0.46,,0.46,14.67,0.0314,,ACTIVE,nao
MPEX-3011041,7715598827623,0.46,,0.46,15.03,0.0306,,ACTIVE,nao
MPEX-3051030,7715598860391,0.05,,0.05,15.3,0.0033,,ACTIVE,sim
MPEX-3051031,7715598925927,0.05,,0.05,16.73,0.003,,ACTIVE,sim
MPEX-3051040,7715598958695,0.05,,0.05,22.44,0.0022,,ACTIVE,sim
MPEX-3051041,7715598991463,0.05,,0.05,24.9,0.002,,ACTIVE,sim
MPEX-3051060,7715599024231,0.05,,0.05,30.6,0.0016,,ACTIVE,sim
MPEX-3052040,7715599056999,0.05,,0.05,30.81,0.0016,,ACTIVE,sim
MPEX-3052061,7715599089767,0.05,,0.05,41.01,0.0012,,ACTIVE,sim
MPEX-3250007,7715599155303,0.8,,0.8,114.78,0.007,,ACTIVE,sim
MPEX-3250200,7715599188071,0.8,,0.8,437.65,0.0018,,ACTIVE,sim
MPEX-3250300,7715599220839,0.8,,0.8,509.73,0.0016,,ACTIVE,sim
MPEX-3250400,7715599253607,0.8,,0.8,582.84,0.0014,,ACTIVE,sim
MPEX-3250500,7715599286375,0.8,,0.8,652.83,0.0012,,ACTIVE,sim
MPEX-3250600,7715599319143,0.8,,0.8,722.82,0.0011,,ACTIVE,sim
MPEX-3250700,7715599384679,0.8,,0.8,795.93,0.001,,ACTIVE,sim
MPEX-3250800,7715599417447,0.8,,0.8,868.0,0.0009,,ACTIVE,sim
MPEX-3250900,7715599450215,0.8,,0.8,939.03,0.0009,,ACTIVE,sim
MPEX-3251000,7715599482983,0.8,,0.8,1039.31,0.0008,,ACTIVE,sim
MPEX-3251100,7715599515751,0.8,,0.8,1114.51,0.0007,,ACTIVE,sim
MPEX-3251200,7715599548519,0.8,,0.8,1189.72,0.0007,,ACTIVE,sim
MPEX-3261100,7715599581287,0.8,,0.8,4158.19,0.0002,,ACTIVE,sim
MPEX-3320300,7715599646823,0.8,,0.8,841.69,0.001,,ACTIVE,sim
MPEX-3320500,7715599679591,0.8,,0.8,967.21,0.0008,,ACTIVE,sim
MPEX-3320700,7715599712359,0.8,,0.8,1387.15,0.0006,,ACTIVE,sim
MPEX-3320800,7715599745127,0.8,,0.8,1575.18,0.0005,,ACTIVE,sim
MPEX-3610002,7715599777895,0.8,,0.8,24.05,0.0333,,ACTIVE,nao
MPEX-3610003,7715599810663,0.8,,0.8,19.68,0.0407,,ACTIVE,nao
MPEX-3610005,7715599876199,0.8,,0.8,127.89,0.0063,,ACTIVE,sim
MPEX-3700183,7715599908967,0.8,,0.8,71.05,0.0113,,ACTIVE,sim
MPEX-3700184,7715599941735,0.8,,0.8,172.71,0.0046,,ACTIVE,sim
MPEX-3700185,7715599974503,0.8,,0.8,124.62,0.0064,,ACTIVE,sim
MPEX-3761175,7715600007271,0.8,,0.8,21.86,0.0366,,ACTIVE,nao
MPEX-3761176,7715600040039,0.8,,0.8,21.86,0.0366,,ACTIVE,nao
MPEX-3810003,7715600105575,0.8,,0.8,303.88,0.0026,,ACTIVE,sim
MPEX-3810200,7715600138343,0.8,,0.8,553.11,0.0014,,ACTIVE,sim
MPEX-3810300,7715600171111,0.8,,0.8,616.51,0.0013,,ACTIVE,sim
MPEX-3810400,7715600203879,0.8,,0.8,697.41,0.0011,,ACTIVE,sim
MPEX-3810500,7715600236647,0.8,,0.8,794.68,0.001,,ACTIVE,sim
MPEX-3810600,7715600269415,0.8,,0.8,886.51,0.0009,,ACTIVE,sim
MPEX-3810700,7715600334951,0.8,,0.8,981.62,0.0008,,ACTIVE,sim
MPEX-3810800,7715600367719,0.8,,0.8,1073.43,0.0007,,ACTIVE,sim
MPEX-3810900,7715600400487,0.8,,0.8,1167.45,0.0007,,ACTIVE,sim
MPEX-3811000,7715600466023,0.8,,0.8,1262.55,0.0006,,ACTIVE,sim
MPEX-4000500,7715600498791,0.46,,0.46,0.32,1.4375,,ACTIVE,nao
MPEX-4000750,7715600531559,0.46,,0.46,0.49,0.9388,,ACTIVE,nao
MPEX-4001000,7715600597095,0.46,,0.46,0.92,0.5,,ACTIVE,nao
MPEX-4015050,7715600629863,0.46,,0.46,0.81,0.5679,,ACTIVE,nao
MPEX-4017550,7715600662631,0.46,,0.46,1.05,0.4381,,ACTIVE,nao
MPEX-4040750,7715600695399,0.46,,0.46,0.98,0.4694,,ACTIVE,nao
MPEX-4061010,7715600728167,0.46,,0.46,4.38,0.105,,ACTIVE,nao
MPEX-4065050,7715600760935,0.46,,0.46,1.05,0.4381,,ACTIVE,nao
MPEX-4067575,7715600859239,0.46,,0.46,1.67,0.2754,,ACTIVE,nao
MPEX-4075151,7715600892007,0.46,,0.46,2.15,0.214,,ACTIVE,nao
MPEX-4091015,7715600924775,0.46,,0.46,4.72,0.0975,,ACTIVE,nao
MPEX-4091077,7715600957543,0.46,,0.46,5.0,0.092,,ACTIVE,nao
MPEX-4095055,7715600990311,0.46,,0.46,1.44,0.3194,,ACTIVE,nao
MPEX-4097575,7715601023079,0.46,,0.46,2.0,0.23,,ACTIVE,nao
MPEX-4097577,7715601055847,0.46,,0.46,2.42,0.1901,,ACTIVE,nao
MPEX-4100077,7715601121383,0.06,,0.06,13.8,0.0043,,ACTIVE,sim
MPEX-4115050,7715601186919,0.06,,0.06,2.27,0.0264,,ACTIVE,sim
MPEX-4310375,7715601219687,0.8,,0.8,10.54,0.0759,,ACTIVE,nao
MPEX-4310500,7715601252455,0.8,,0.8,9.82,0.0815,,ACTIVE,nao
MPEX-4310516,7715601317991,0.8,,0.8,11.8,0.0678,,ACTIVE,nao
MPEX-4310625,7715601350759,0.8,,0.8,10.54,0.0759,,ACTIVE,nao
MPEX-4310750,7715601383527,0.8,,0.8,30.08,0.0266,,ACTIVE,sim
MPEX-4320625,7715601416295,0.8,,0.8,22.88,0.035,,ACTIVE,nao
MPEX-4320750,7715601449063,0.8,,0.8,22.88,0.035,,ACTIVE,nao
MPEX-4350500,7715601514599,1.5,,1.5,13.37,0.1122,,ACTIVE,nao
MPEX-4350625,7715601612903,0.8,,0.8,13.89,0.0576,,ACTIVE,nao
MPEX-4352020,7715601645671,0.8,,0.8,17.27,0.0463,,ACTIVE,nao
MPEX-4600500,7715601678439,0.05,,0.05,0.32,0.1562,,ACTIVE,nao
MPEX-4600750,7715601711207,0.05,,0.05,0.58,0.0862,,ACTIVE,nao
MPEX-4601000,7715601743975,0.05,,0.05,1.2,0.0417,,ACTIVE,nao
MPEX-4601250,7715601809511,0.05,,0.05,1.67,0.0299,,ACTIVE,sim
MPEX-4601500,7715601842279,0.05,,0.05,2.22,0.0225,,ACTIVE,sim
MPEX-4602000,7715601875047,0.05,,0.05,4.06,0.0123,,ACTIVE,sim
MPEX-4611010,7715601907815,0.05,,0.05,4.0,0.0125,,ACTIVE,sim
MPEX-4611075,7715601940583,0.05,,0.05,4.29,0.0117,,ACTIVE,sim
MPEX-4611310,7715601973351,0.05,,0.05,8.75,0.0057,,ACTIVE,sim
MPEX-4611313,7715602006119,0.05,,0.05,10.1,0.005,,ACTIVE,sim
MPEX-4611375,7715602071655,0.05,,0.05,8.01,0.0062,,ACTIVE,sim
MPEX-4611510,7715602104423,0.05,,0.05,12.03,0.0042,,ACTIVE,sim
MPEX-4611513,7715602137191,0.05,,0.05,13.62,0.0037,,ACTIVE,sim
MPEX-4611515,7715602202727,0.05,,0.05,13.62,0.0037,,ACTIVE,sim
MPEX-4611575,7715602235495,0.05,,0.05,12.03,0.0042,,ACTIVE,sim
MPEX-4612015,7715602268263,0.05,,0.05,38.47,0.0013,,ACTIVE,sim
MPEX-4612020,7715602301031,0.05,,0.05,40.88,0.0012,,ACTIVE,sim
MPEX-4615050,7715602366567,0.05,,0.05,1.72,0.0291,,ACTIVE,sim
MPEX-4617550,7715602399335,0.05,,0.05,2.96,0.0169,,ACTIVE,sim
MPEX-4617575,7715602432103,0.05,,0.05,2.59,0.0193,,ACTIVE,sim
MPEX-4640500,7715602464871,0.05,,0.05,1.4,0.0357,,ACTIVE,nao
MPEX-4640750,7715602497639,0.05,,0.05,2.28,0.0219,,ACTIVE,sim
MPEX-4641000,7715602563175,0.05,,0.05,2.96,0.0169,,ACTIVE,sim
MPEX-4641250,7715602595943,0.05,,0.05,8.85,0.0056,,ACTIVE,sim
MPEX-4641500,7715602628711,0.05,,0.05,12.83,0.0039,,ACTIVE,sim
MPEX-4642000,7715602694247,0.05,,0.05,20.84,0.0024,,ACTIVE,sim
MPEX-4661010,7715602727015,0.05,,0.05,6.09,0.0082,,ACTIVE,sim
MPEX-4661313,7715602759783,0.05,,0.05,17.64,0.0028,,ACTIVE,sim
MPEX-4661515,7715602792551,0.05,,0.05,20.84,0.0024,,ACTIVE,sim
MPEX-4662020,7715602825319,0.05,,0.05,64.12,0.0008,,ACTIVE,sim
MPEX-4665050,7715602858087,0.05,,0.05,2.28,0.0219,,ACTIVE,sim
MPEX-4667550,7715602923623,0.05,,0.05,3.21,0.0156,,ACTIVE,sim
MPEX-4667575,7715602956391,0.05,,0.05,3.36,0.0149,,ACTIVE,sim
MPEX-4691011,7715602989159,0.05,,0.05,7.77,0.0064,,ACTIVE,sim
MPEX-4691015,7715603021927,0.05,,0.05,8.75,0.0057,,ACTIVE,sim
MPEX-4691017,7715603054695,0.05,,0.05,8.75,0.0057,,ACTIVE,sim
MPEX-4691071,7715603120231,0.05,,0.05,9.38,0.0053,,ACTIVE,sim
MPEX-4691077,7715603152999,0.05,,0.05,7.77,0.0064,,ACTIVE,sim
MPEX-4691311,7715603218535,0.05,,0.05,16.59,0.003,,ACTIVE,sim
MPEX-4691317,7715603251303,0.05,,0.05,14.19,0.0035,,ACTIVE,sim
MPEX-4691331,7715603284071,0.05,,0.05,18.03,0.0028,,ACTIVE,sim
MPEX-4691333,7715603316839,0.05,,0.05,21.24,0.0024,,ACTIVE,sim
MPEX-4691335,7715603349607,0.05,,0.05,15.08,0.0033,,ACTIVE,sim
MPEX-4691337,7715603382375,0.05,,0.05,16.11,0.0031,,ACTIVE,sim
MPEX-4691511,7715603447911,0.05,,0.05,20.84,0.0024,,ACTIVE,sim
MPEX-4691517,7715603480679,0.05,,0.05,18.43,0.0027,,ACTIVE,sim
MPEX-4691518,7715603513447,0.05,,0.05,28.05,0.0018,,ACTIVE,sim
MPEX-4691531,7715603546215,0.05,,0.05,23.25,0.0022,,ACTIVE,sim
MPEX-4691533,7715603578983,0.05,,0.05,25.65,0.0019,,ACTIVE,sim
MPEX-4691537,7715603611751,0.05,,0.05,20.84,0.0024,,ACTIVE,sim
MPEX-4691581,7715603677287,0.05,,0.05,23.25,0.0022,,ACTIVE,sim
MPEX-4691583,7715603710055,0.05,,0.05,28.05,0.0018,,ACTIVE,sim
MPEX-4691585,7715603742823,0.05,,0.05,20.04,0.0025,,ACTIVE,sim
MPEX-4691587,7715603775591,0.05,,0.05,21.64,0.0023,,ACTIVE,sim
MPEX-4691588,7715603808359,0.05,,0.05,25.65,0.0019,,ACTIVE,sim
MPEX-4692021,7715603841127,0.05,,0.05,61.72,0.0008,,ACTIVE,sim
MPEX-4692022,7715603873895,0.05,,0.05,84.16,0.0006,,ACTIVE,sim
MPEX-4692023,7715603939431,0.05,,0.05,64.94,0.0008,,ACTIVE,sim
MPEX-4692025,7715603972199,0.05,,0.05,53.72,0.0009,,ACTIVE,sim
MPEX-4692027,7715604004967,0.05,,0.05,56.11,0.0009,,ACTIVE,sim
MPEX-4692028,7715604070503,0.05,,0.05,67.34,0.0007,,ACTIVE,sim
MPEX-4692082,7715604103271,0.05,,0.05,68.94,0.0007,,ACTIVE,sim
MPEX-4692083,7715604136039,0.05,,0.05,56.11,0.0009,,ACTIVE,sim
MPEX-4692087,7715604168807,0.05,,0.05,43.29,0.0012,,ACTIVE,sim
MPEX-4692088,7715604201575,0.05,,0.05,65.73,0.0008,,ACTIVE,sim
MPEX-4695055,7715604234343,0.05,,0.05,2.85,0.0175,,ACTIVE,sim
MPEX-4695057,7715604299879,0.05,,0.05,4.04,0.0124,,ACTIVE,sim
MPEX-4697555,7715604332647,0.05,,0.05,4.57,0.0109,,ACTIVE,sim
MPEX-4697557,7715604365415,0.05,,0.05,4.41,0.0113,,ACTIVE,sim
MPEX-4697575,7715604398183,0.05,,0.05,4.41,0.0113,,ACTIVE,sim
MPEX-4697577,7715604430951,0.05,,0.05,5.21,0.0096,,ACTIVE,sim
MPEX-4811010,7715604463719,0.05,,0.05,22.86,0.0022,,ACTIVE,sim
MPEX-4811075,7715604496487,0.04,,0.04,21.84,0.0018,,ACTIVE,sim
MPEX-4815050,7715604562023,0.02,,0.02,7.63,0.0026,,ACTIVE,sim
MPEX-4817550,7715604594791,0.02,,0.02,9.55,0.0021,,ACTIVE,sim
MPEX-4817575,7715604627559,0.03,,0.03,13.18,0.0023,,ACTIVE,sim
MPEX-4821010,7715604660327,0.05,,0.05,30.93,0.0016,,ACTIVE,sim
MPEX-4821075,7715604693095,0.04,,0.04,25.99,0.0015,,ACTIVE,sim
MPEX-4821313,7715604725863,0.05,,0.05,71.93,0.0007,,ACTIVE,sim
MPEX-4821515,7715604791399,0.05,,0.05,95.8,0.0005,,ACTIVE,sim
MPEX-4822020,7715604824167,0.05,,0.05,258.33,0.0002,,ACTIVE,sim
MPEX-4825050,7715604889703,0.02,,0.02,9.23,0.0022,,ACTIVE,sim
MPEX-4825075,7715604955239,0.02,,0.02,13.3,0.0015,,ACTIVE,sim
MPEX-4827510,7715604988007,0.04,,0.04,23.01,0.0017,,ACTIVE,sim
MPEX-4827550,7715605020775,0.03,,0.03,12.36,0.0024,,ACTIVE,sim
MPEX-4827575,7715605086311,0.03,,0.03,13.92,0.0022,,ACTIVE,sim
MPEX-4831010,7715605119079,0.06,,0.06,33.46,0.0018,,ACTIVE,sim
MPEX-4831313,7715605151847,0.05,,0.05,55.29,0.0009,,ACTIVE,sim
MPEX-4831515,7715605184615,0.05,,0.05,74.18,0.0007,,ACTIVE,sim
MPEX-4832020,7715605217383,0.05,,0.05,227.52,0.0002,,ACTIVE,sim
MPEX-4835050,7715605250151,0.02,,0.02,9.92,0.002,,ACTIVE,sim
MPEX-4835075,7715605315687,0.03,,0.03,13.02,0.0023,,ACTIVE,sim
MPEX-4837550,7715605381223,0.02,,0.02,11.76,0.0017,,ACTIVE,sim
MPEX-4837575,7715605413991,0.03,,0.03,15.59,0.0019,,ACTIVE,sim
MPEX-4840500,7715605446759,0.01,,0.01,6.24,0.0016,,ACTIVE,sim
MPEX-4841010,7715605512295,0.04,,0.04,25.05,0.0016,,ACTIVE,sim
MPEX-4841313,7715605545063,0.05,,0.05,35.85,0.0014,,ACTIVE,sim
MPEX-4841515,7715605577831,0.05,,0.05,51.53,0.001,,ACTIVE,sim
MPEX-4842020,7715605643367,0.05,,0.05,107.53,0.0005,,ACTIVE,sim
MPEX-4845050,7715605676135,0.01,,0.01,7.65,0.0013,,ACTIVE,sim
MPEX-4845075,7715605708903,0.02,,0.02,10.15,0.002,,ACTIVE,sim
MPEX-4847550,7715605741671,0.02,,0.02,12.52,0.0016,,ACTIVE,sim
MPEX-4847575,7715605774439,0.03,,0.03,14.85,0.002,,ACTIVE,sim
MPEX-4851010,7715605839975,0.04,,0.04,26.04,0.0015,,ACTIVE,sim
MPEX-4851313,7715605872743,0.05,,0.05,43.26,0.0012,,ACTIVE,sim
MPEX-4851515,7715605905511,0.05,,0.05,61.83,0.0008,,ACTIVE,sim
MPEX-4852020,7715605938279,0.05,,0.05,122.84,0.0004,,ACTIVE,sim
MPEX-4855050,7715605971047,0.01,,0.01,6.4,0.0016,,ACTIVE,sim
MPEX-4855075,7715606003815,0.02,,0.02,11.55,0.0017,,ACTIVE,sim
MPEX-4857575,7715606036583,0.02,,0.02,12.52,0.0016,,ACTIVE,sim
MPEX-4861010,7715606102119,0.08,,0.08,44.12,0.0018,,ACTIVE,sim
MPEX-4865050,7715606134887,0.02,,0.02,10.89,0.0018,,ACTIVE,sim
MPEX-4867575,7715606167655,0.04,,0.04,21.71,0.0018,,ACTIVE,sim
MPEX-4875050,7715606200423,0.02,,0.02,12.2,0.0016,,ACTIVE,sim
MPEX-4875051,7715606233191,0.04,,0.04,22.16,0.0018,,ACTIVE,sim
