sku,vendor,ptype,price,lb_loja,teto_lb,handle,variant_id,product_id
DIAB-D0760X,Diablo,Circular Saw Blades,34.65,0.73,1.17,7-1-4-x-60-tooth-ultra-finish-saw-blade,44350589665383,7715378364519
MILW-49-25-1561,Milwaukee Tools,Oscillating Blades & Accessories,34.59,0.73,1.17,1-3-8-nitrus-carbide-extreme-metal-universal-fit-oscillating-multi-tool-blade-1-pack,44350940643431,7715556786279
MILW-49-25-1571,Milwaukee Tools,Oscillating Blades & Accessories,34.59,0.73,1.17,1-3-8-nitrus-carbide-extreme-materials-universal-fit-oscillating-multi-tool-blade-1-pack,44350940741735,7715556851815
DIAB-DHS500XT18,Diablo,Hole Saw Bits & Accessories,34.34,0.73,1.16,18-x-7-16-universal-extension-for-drills,44350609784935,7715384787047
SHAR-UXL0435,SharkBite,Push Fittings,34.17,0.33,1.15,1-1-4-sharkbite-end-cap-ptc,44351370723431,7715769974887
SHAR-UXL113532M,SharkBite,Push Fittings,34.17,0.33,1.15,1-1-4-sharkbite-male-adapter-mip-x-ptc,44351370887271,7715770138727
DURA-0050090000,Duravit,Bathroom Sink Accessories,34.12,1.0,1.15,duravit-drain-adapter-sink-part,44350671716455,7715400319079
MILW-49-90-2015,Milwaukee Tools,Consumables,33.83,0.73,1.14,foam-wet-filter,44350946803815,7715560882279
DIAB-DS0920BF5,Diablo,Sawzall & Hackzall Blades,33.66,0.35,1.13,9-20-24tpi-bi-metal-reciprocating-saw-blades-for-thin-metal-5-pack,44350635573351,7715391144039
DIAB-DS0908BFD5,Diablo,Sawzall & Hackzall Blades,32.7,0.35,1.1,9-8-10tpi-bi-metal-reciprocating-saw-blades-for-thick-metal-5-pack,44350624759911,7715389112423
PASC-4500,Pasco,Miscellaneous Tools,32.66,0.33,1.1,drain-key,44351269175399,7715712663655
DIAB-DHS1875CT,Diablo,Carbide Hole Saws,32.56,0.24,1.1,1-7-8-carbide-teeth-hole-saw-for-wood-and-metal,44350598381671,7715381837927
SHAR-UXL113532F,SharkBite,Push Fittings,32.28,0.33,1.09,1-1-4-sharkbite-female-adapter-fip-x-ptc,44351370854503,7715770105959
DIAB-DHS1750CT,Diablo,Carbide Hole Saws,32.03,0.24,1.08,1-3-4-carbide-teeth-hole-saw-for-wood-and-metal,44350598250599,7715381706855
DIAB-DHS500XT12,Diablo,Hole Saw Bits & Accessories,31.59,0.73,1.06,12-x-7-16-universal-extension-for-drills,44350609752167,7715384754279
PASC-24333,Pasco,Miscellaneous Tools,31.41,0.33,1.06,24-oz-expanding-foam-sealant,44351255871591,7715705094247
DIAB-DHS1500CT,Diablo,Carbide Hole Saws,31.39,0.24,1.06,1-1-2-carbide-teeth-hole-saw-for-wood-and-metal,44350598152295,7715381608551
SHAR-URSS3088FX18,SharkBite,Push Fittings,30.69,0.33,1.03,3-4-x-3-4-x-18-sharkbite-max-corrugated-water-softener-connector-ptc-x-fip,44351370526823,7715769778279
MILW-48-22-1025M,Milwaukee Tools,Distance Measuring,30.62,0.73,1.03,25ft-magnetic-tape-measure,44350921572455,7715542630503
DIAB-DJT10S,Diablo,Jig Saw Blades & Accessories,30.59,0.73,1.03,jig-saw-blade-set-for-wood-metal-10-piece,44350610210919,7715385114727
DIAB-DDD045DIA101F,Diablo,"Cut-Off, Grinding & Brushes",30.38,0.73,1.02,4-1-2-diamond-metal-cut-off-disc,44350590517351,7715378987111
DIAB-DHSAR500,Diablo,Hole Saw Bits & Accessories,30.0,0.73,1.01,7-16-snap-lock-plus-mandrel-system,44350610079847,7715384983655
PASC-4568,Pasco,Miscellaneous Tools,30.0,0.33,1.01,bibb-seat-tool-set,44351270617191,7715713515623
DIAB-DOU200RBD,Diablo,Oscillating Blades & Accessories,29.91,0.73,1.01,2-universal-fit-bi-metal-oscillating-blade-for-drywall,44350622236775,7715387834471
DIAB-DS0914BF5,Diablo,Sawzall & Hackzall Blades,29.73,0.35,1.0,9-14-18tpi-bi-metal-reciprocating-saw-blades-for-medium-metal-5-pack,44350633705575,7715390849127
DIAB-DS0914BGP5,Diablo,Sawzall & Hackzall Blades,29.73,0.35,1.0,9-8-14-tpi-bi-metal-reciprocating-saw-blades-for-general-purpose-cuts-5-pack,44350634819687,7715391078503
SHAR-UR260A,SharkBite,Push Fittings,29.73,0.33,1.0,1-sharkbite-max-90-elbow,44351369642087,7715769024615
DIAB-DS0820CF,Diablo,Sawzall & Hackzall Blades,29.7,0.35,1.0,8-20tpi-steel-demon-carbide-teeth-reciprocating-saw-blade-for-thin-metal,44350624628839,7715388981351
DIAB-DMAPLCH2020,Diablo,"Cut-Off, Grinding & Brushes",29.41,0.73,0.99,1-5-x-10-sds-plus-tile-chisel,44350610964583,7715385770087
PASC-4573-L,Pasco,Miscellaneous Tools,29.31,0.33,0.99,lg-jaw-basin-wrench-adj-9-16,44351270977639,7715713810535
SHAR-UR22222,SharkBite,Push Fittings,29.28,0.33,0.99,1-2-sharkbite-max-quarter-turn-ball-valve-ptc-x-ptc,44351369379943,7715768795239
PASC-4330,Pasco,Miscellaneous Tools,29.09,0.33,0.98,swedging-tool-type-m-tube-1-2-3-4-1,44351267766375,7715711746151
DIAB-DHS1375CT,Diablo,Carbide Hole Saws,29.03,0.24,0.98,1-3-8-carbide-teeth-hole-saw-for-wood-and-metal,44350597955687,7715381411943
DIAB-DHS1125CT,Diablo,Carbide Hole Saws,28.88,0.24,0.97,1-1-8-carbide-teeth-hole-saw-for-wood-and-metal,44350596251751,7715380789351
DIAB-DHS500XT6,Diablo,Hole Saw Bits & Accessories,28.84,0.73,0.97,5-1-2-x-7-16-universal-extension-for-drills,44350609817703,7715384819815
DIAB-DHS375XT18,Diablo,Hole Saw Bits & Accessories,28.53,0.73,0.96,18-x-3-8-universal-extension-for-drills,44350603755623,7715383378023
DIAB-DS0912CF,Diablo,Sawzall & Hackzall Blades,28.34,0.35,0.96,9-12tpi-steel-demon-carbide-teeth-reciprocating-saw-blade-for-thin-metal-conduit,44350631510119,7715390488679
TECT-55532,Elkhart,Push Fittings,28.09,0.33,0.95,3-8-male-adapter-push-x-mip,44350693998695,7715411689575
DIAB-DHS1250CT,Diablo,Hole Saw Bits & Accessories,27.99,0.73,0.94,1-1-4-carbide-teeth-hole-saw-for-wood-and-metal,44350597824615,7715381280871
SHAR-UR3088FX18,SharkBite,Push Fittings,27.9,0.33,0.94,3-4-x-3-4-x-18-sharkbite-max-stainless-steel-braided-water-heater-connector-ptc-x-fip,44351369936999,7715769253991
MILW-48-22-1016M,Milwaukee Tools,Distance Measuring,27.69,0.73,0.93,16ft-magnetic-tape-measure,44350921474151,7715542564967
MILW-49-16-2791,Milwaukee Tools,Blowers,27.46,0.73,0.93,blower-angled-flare-attachment,44350939267175,7715555737703
DIAB-DHS0250DG,Diablo,Carbide Hole Saws,27.45,0.24,0.93,1-4-diamond-grit-hole-saw,44350592286823,7715379576935
DIAB-DOU125BF,Diablo,Oscillating Blades & Accessories,27.45,0.73,0.93,1-1-4-steel-demon-universal-fit-bi-metal-oscillating-blade-for-metal,44350618304615,7715387113575
MILW-48-73-2052,Milwaukee Tools,Eye Protection,27.26,0.73,0.92,3-pack-safety-glasses-clear-anti-scratch-lenses,44350935040103,7715552624743
PASC-4831,Pasco,Miscellaneous Tools,27.22,0.33,0.92,3-4-nipple-extractor-pasc-4831,44351272747111,7715715383399
DIAB-DHSAR375,Diablo,Hole Saw Bits & Accessories,27.13,0.73,0.91,3-8-snap-lock-plus-mandrel-system,44350610047079,7715384950887
TECT-77504,Elkhart,Push Fittings,27.08,0.33,0.91,1-transition-adapter-push-x-ftg,44350695538791,7715411951719
MILW-48-00-5272,Milwaukee Tools,Sawzall & Hackzall Blades,26.88,0.35,0.91,9-wrecker-with-nitrus-carbide-sawzall-blade-for-multi-material-1-pack,44350917902439,7715538960487
MILW-49-25-1521,Milwaukee Tools,Oscillating Blades & Accessories,26.66,0.73,0.9,1-3-8-carbide-teeth-multi-material-universal-fit-oscillating-multi-tool-blade-1-pack,44350940545127,7715556687975
TECT-55002,Elkhart,Push Fittings,26.23,0.33,0.88,1-2-tee-contractor-pack-push,44350692491367,7715410870375
DIAB-DMAPLCH2030,Diablo,"Cut-Off, Grinding & Brushes",26.17,0.73,0.88,10-sds-plus-twist-point-chisel,44350610997351,7715385802855
SHAR-100-CPLG-LF,SharkBite,Push Fittings,26.07,0.33,0.88,1-in-coupling-lead-free,44351366365287,7715767255143
SHAR-UR020A,SharkBite,Push Fittings,26.07,0.33,0.88,1-sharkbite-max-coupling,44351368429671,7715768303719
SHAR-UR060A,SharkBite,Push Fittings,26.07,0.33,0.88,1-x-3-4-sharkbite-max-reducing-coupling,44351368495207,7715768369255
HONE-Q4100C9068/U,Resideo,Gas Ignition Components,26.05,0.2,0.88,silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9068-u,44351322947687,7715742351463
PASC-4573,Pasco,Miscellaneous Tools,25.96,0.33,0.87,basin-wrench-adj-9-16,44351270879335,7715713712231
MILW-49-25-1241,Milwaukee Tools,Oscillating Blades & Accessories,25.93,0.73,0.87,2-1-2-bi-metal-multi-material-universal-fit-oscillating-multi-tool-blade-1-pack,44350940053607,7715556425831
MILW-49-25-1501,Milwaukee Tools,Oscillating Blades & Accessories,25.93,0.73,0.87,1-3-8-carbide-teeth-metal-universal-fit-oscillating-multi-tool-blade-1-pack,44350940479591,7715556622439
NAVI-GXXX001769,Navien,Sensors,25.83,0.2,0.87,universal-temperature-sensor,44351185059943,7715668394087
MILW-48-22-1725,Milwaukee Tools,Distance Measuring,25.53,0.73,0.86,25ft-compact-tape-measure,44350922293351,7715543253095
MILW-48-22-2180,Milwaukee Tools,Allen Wrenches,25.48,0.73,0.86,11-key-electricians-folding-hex-key-set-sae,44350922588263,7715543482471
MILW-48-00-6252,Milwaukee Tools,Sawzall & Hackzall Blades,25.44,0.35,0.86,9-10-tpi-torch-with-nitrus-carbide-teeth-sawzall-blade-for-conduit-and-strut-1-pack,44350919016551,7715540074599
HONE-Q4100C9052/U,Resideo,Gas Ignition Components,25.2,0.2,0.85,silicon-carbide-hot-surface-igniter-5-in-lead-length,44351322423399,7715742122087
DIAB-DHS0875CT,Diablo,Carbide Hole Saws,24.69,0.24,0.83,7-8-carbide-teeth-hole-saw-for-wood-and-metal,44350594023527,7715380133991
DIAB-DHS375XT12,Diablo,Hole Saw Bits & Accessories,24.43,0.73,0.82,12-x-3-8-universal-extension-for-drills,44350603591783,7715383345255
GERB-D469050BN,Gerber,Hand Shower Wall Brackets,24.3,0.2,0.82,2-position-handshower-holder-wall-mount-bracket-brushed-nickel,44350714871911,7715424796775
DIAB-DS0608BFD5,Diablo,Sawzall & Hackzall Blades,24.12,0.35,0.81,6-8-10tpi-bi-metal-reciprocating-saw-blades-for-thick-metal-5-pack,44350624006247,7715388358759
SHAR-UR3016A,SharkBite,Push Fittings,23.33,0.33,0.79,3-4-sharkbite-max-repair-coupling,44351369838695,7715769188455
SHAR-UR520A,SharkBite,Push Fittings,23.33,0.33,0.79,1-sharkbite-max-end-cap,44351370461287,7715769712743
PASC-4543,Pasco,Miscellaneous Tools,23.31,0.33,0.79,11-strap-wrench,44351270027367,7715713024103
DIAB-DS0930DGX,Diablo,Sawzall & Hackzall Blades,22.93,0.35,0.77,9-diamond-grit-reciprocating-saw-blade-for-cast-iron,44350635868263,7715391209575
SHAR-UR702A,SharkBite,Miscellaneous Tools,22.88,0.33,0.77,deburring-and-depth-gauge-tool,44351370494055,7715769745511
DIAB-DS0612BW5,Diablo,Sawzall & Hackzall Blades,22.86,0.35,0.77,6-6-12tpi-bi-metal-reciprocating-saw-blades-for-nail-embedded-wood-5-pack,44350624366695,7715388719207
DIAB-DS0614BF5,Diablo,Sawzall & Hackzall Blades,22.86,0.35,0.77,6-14-18tpi-bi-metal-reciprocating-saw-blades-for-medium-metal-5-pack,44350624464999,7715388817511
DIAB-DS0614BGP5,Diablo,Sawzall & Hackzall Blades,22.86,0.35,0.77,6-8-14tpi-bi-metal-reciprocating-saw-blades-for-general-purpose-cuts-5-pack,44350624497767,7715388850279
HGRI-300-0075-EG,nVent Caddy,Beam Clamps,22.56,0.35,0.76,300-universal-beam-clamp-eg-3-4-rod-3-4-max-19-1-mm-max-flange,44351205113959,7715673800807
DIVE-PFS010,DiversiTech,Gas Ignition Components,22.18,0.2,0.75,packard-flame-sensor-with-ceramic-insulator-single-rod-replaces-goodman-013f00010-20488501-b1172606,44350651433063,7715397927015
SHAR-100-MA-LF,SharkBite,Push Fittings,21.96,0.37,0.74,1-in-x-1-in-mnpt-connector-lead-free,44351366430823,7715767320679
SHAR-UR140A,SharkBite,Push Fittings,21.96,0.33,0.74,1-sharkbite-max-male-adapter,44351369281639,7715768696935
DIAB-DHS375XT6,Diablo,Hole Saw Bits & Accessories,21.72,0.73,0.73,5-1-2-x-3-8-universal-extension-for-drills,44350604312679,7715383574631
SHAR-UR23036,SharkBite,Push Fittings,21.5,0.33,0.72,1-2-x-3-8-sharkbite-max-angle-stop-ptc-x-comp,44351369445479,7715768860775
SHAR-UR23037,SharkBite,Push Fittings,21.5,0.33,0.72,1-2-x-1-2-sharkbite-max-straight-stop-ptc-x-comp,44351369543783,7715768926311
HONE-Q4100C9046/U,Resideo,Gas Ignition Components,21.42,0.2,0.72,silicon-carbide-hot-surface-igniter-19-1-8-in-lead-length,44351322357863,7715742056551
HONE-Q4100C9056/U,Resideo,Gas Ignition Components,21.34,0.2,0.72,silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9056-u,44351322816615,7715742187623
PASC-4816,Pasco,Miscellaneous Tools,21.33,0.33,0.72,3-4-pipe-tap,44351272321127,7715715022951
HONE-Q4100C9062/U,Resideo,Gas Ignition Components,21.3,0.2,0.72,silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9062-u,44351322882151,7715742285927
DIVE-PFS114,DiversiTech,Gas Ignition Components,21.24,0.2,0.72,packard-75-degree-angle-flame-sensor-replaces-trane-sen1114-also-replaces-goodman-10735201,44350658904167,7715398680679
HONE-Q4100C9066/U,Resideo,Gas Ignition Components,21.18,0.2,0.71,silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9066-u,44351322914919,7715742318695
HONE-Q4100C9042/U,Resideo,Gas Ignition Components,21.13,0.2,0.71,silicon-carbide-hot-surface-igniter-5-5-in-lead-length,44351322325095,7715742023783
SHAR-075.050-TEE-LF,SharkBite,Push Fittings,21.04,0.33,0.71,3-4-in-x-3-4-in-x-1-2-in-reducing-tee,44351366266983,7715767156839
SHAR-UR370A,SharkBite,Push Fittings,21.04,0.33,0.71,3-4-sharkbite-max-tee,44351370199143,7715769450599
SHAR-UR412A,SharkBite,Push Fittings,21.04,0.33,0.71,3-4-x-3-4-x-1-2-sharkbite-max-reducing-tee,44351370330215,7715769581671
MILW-48-00-5271,Milwaukee Tools,Sawzall & Hackzall Blades,20.88,0.35,0.7,6-wrecker-with-nitrus-carbide-sawzall-blade-for-multi-material-1-pack,44350917869671,7715538927719
DIAB-DS0332BF5,Diablo,Sawzall & Hackzall Blades,20.8,0.35,0.7,3-1-4-32tpi-bi-metal-reciprocating-saw-blades-for-hvac-ductwork-5-pack,44350623940711,7715388293223
HONE-Q4100C9054/U,Resideo,Gas Ignition Components,20.77,0.2,0.7,silicon-carbide-hot-surface-igniter-5-25-in-lead-length,44351322456167,7715742154855
HONE-Q4100C9060/U,Resideo,Gas Ignition Components,20.23,0.2,0.68,silicon-carbide-hot-surface-igniter-5-25-in-lead-length-hone-q4100c9060-u,44351322849383,7715742253159
IPSC-20346,IPS Corporation,Auto Vents,20.14,0.37,0.68,1-1-2-or-2-studor-redi-vent-for-pvc-pipe,44350825791591,7715482206311
SHAR-100-FA-LF,SharkBite,Push Fittings,20.13,0.35,0.68,1-in-x-1-in-fnpt-connector-lead-free,44351366398055,7715767287911
SHAR-U2276LFA,SharkBite,Push Fittings,20.13,0.33,0.68,1-4-x-3-4-sharkbite-dishwasher-elbow,44351368036455,7715767910503
SHAR-UR094A,SharkBite,Push Fittings,20.13,0.33,0.68,1-sharkbite-max-female-adapter,44351369117799,7715768533095
IPSC-20349,IPS Corporation,Auto Vents,19.74,0.37,0.67,1-1-2-or-2-studor-redi-vent-for-abs-pipe,44350825857127,7715482239079
HONE-Q4100C9048/U,Resideo,Gas Ignition Components,19.71,0.2,0.66,silicon-carbide-hot-surface-igniter-5-25-in-lead-length-round-mounting,44351322390631,7715742089319
SHAR-UR3008A,SharkBite,Push Fittings,19.66,0.33,0.66,1-2-sharkbite-max-repair-coupling,44351369805927,7715769155687
PASC-4208-C,Pasco,Miscellaneous Tools,19.62,0.33,0.66,6-in-1-screwdriver-carded,44351266685031,7715711484007
DIAB-DS0620CF,Diablo,Sawzall & Hackzall Blades,19.25,0.35,0.65,6-20tpi-steel-demon-carbide-teeth-reciprocating-saw-blade-for-thin-metal,44350624563303,7715388883047
PASC-4558,Pasco,Miscellaneous Tools,18.99,0.33,0.64,radiator-spud-wrench,44351270453351,7715713351783
MILW-48-00-6251,Milwaukee Tools,Sawzall & Hackzall Blades,18.78,0.35,0.63,6-10-tpi-torch-with-nitrus-carbide-teeth-sawzall-blade-for-conduit-and-strut-1-pack,44350918983783,7715540041831
PASC-4914,Pasco,Miscellaneous Tools,18.77,0.33,0.63,inspection-mirror,44351273238631,7715715547239
SHAR-UR4016A,SharkBite,Push Fittings,18.75,0.33,0.63,3-4-pb-x-3-4-cts-sharkbite-max-transition-coupling,44351370297447,7715769548903
PASC-4830,Pasco,Miscellaneous Tools,18.57,0.33,0.63,1-2-nipple-extractor-pasc-4830,44351272681575,7715715317863
PASC-4946,Pasco,Miscellaneous Tools,18.46,0.33,0.62,heater-element-wrench-1-1-2,44351273402471,7715715711079
SIOU-250-122AB,Sioux Chief,Auto Vents,18.33,0.37,0.62,turbovent-with-1-1-2-x-2-abs-combo-adapter,44351374983271,7715772268647
SHAR-UXLDC54,SharkBite,Push Fittings,18.03,0.33,0.61,2-sharkbite-disconnect-clip,44351372197991,7715770466407
PASC-GL4112,Pasco,Miscellaneous Tools,18.0,0.33,0.61,ugly-glove-long-cuff,44351279595623,7715718103143
MILW-48-00-5227,Milwaukee Tools,Sawzall & Hackzall Blades,17.91,0.35,0.6,12-5-tpi-ax-with-carbide-teeth-sawzall-blade-for-wood-with-nails-1-pack,44350917705831,7715538763879
SHAR-UR362A,SharkBite,Push Fittings,17.84,0.33,0.6,1-2-sharkbite-max-tee,44351370166375,7715769417831
COPF-150.125-FLB-C,Mueller Streamline,Copper Sweat Fittings,17.7,0.2,0.6,1-1-2-x-1-1-4-copper-sweat-fittings-flush-bushing-ftg-x-c,44351096029287,7715636707431
PASC-21540,Pasco,Miscellaneous Tools,16.88,0.33,0.57,quick-hose-bibb-lock,44351254495335,7715703816295
PASC-7527,Pasco,Miscellaneous Tools,16.53,0.33,0.56,1-2-brass-nipple-extender,44351276351591,7715717382247
TACO-417-3,Taco Comfort Solutions,Air Vents,16.52,0.2,0.56,coin-vent-1-8-npt-taco-vent-coin-vent-00,44353379893351,7716735385703
PASC-7-7834,Pasco,Miscellaneous Tools,16.41,0.33,0.55,1-4-comp-x-comp-needle-valve,44351276187751,7715717218407
PASC-4571,Pasco,Miscellaneous Tools,16.38,0.33,0.55,adj-spud-wrench,44351270682727,7715713581159
PASC-4339-B,Pasco,Miscellaneous Tools,16.17,0.33,0.54,8-rep-blade-f-ez-stroke-saw,44351268126823,7715712106599
CALE-502620A,Caleffi North America,Air Vents,16.16,0.2,0.54,robocal-automatic-air-vent-1-4,44350382014567,7715271966823
IPSC-11029,Weld-On,Cements,16.16,0.33,0.54,1-4-pint-flowguard-gold-cpvc-yellow-medium-bodied-fast-setting,44353494384743,7716840407143
SHAR-UR256A,SharkBite,Push Fittings,16.0,0.33,0.54,3-4-sharkbite-max-90-elbow,44351369609319,7715768991847
SHAR-UR274A,SharkBite,Push Fittings,16.0,0.33,0.54,1-2-x-3-4-sharkbite-max-90-elbow,44351369740391,7715769057383
ABSF-200-DBL90-A,Charlotte Pipe,ABS DWV Fittings,15.86,0.33,0.53,2-abs-dwv-double-90-elbow-all-h,44350399414375,7715287367783
SHAR-UR4008A,SharkBite,Push Fittings,15.55,0.33,0.52,1-2-pb-x-1-2-cts-sharkbite-max-transition-coupling,44351370264679,7715769516135
PASC-4556,Pasco,Miscellaneous Tools,15.23,0.33,0.51,spud-strainer-combo-wrench,44351270355047,7715713286247
DIAB-DS0903CP,Diablo,Sawzall & Hackzall Blades,14.98,0.35,0.5,9-3tpi-demo-demon-carbide-teeth-reciprocating-saw-blade-for-pruning-and-clean-wood,44350624661607,7715389014119
HERC-25515,Hercules,Cements,13.83,0.2,0.47,hercules-4-oz-propoxy-20-display-pack,44350803640423,7715466870887
HERC-25527,Hercules,Cements,13.83,0.2,0.47,hercules-4-oz-propoxy-triple-play-epoxy-putty-pack,44350803673191,7715466903655
DIVE-PFS097,DiversiTech,Gas Ignition Components,13.79,0.2,0.46,flame-sensor-replaces-lennox-28m97,44350655201383,7715398549607
SHAR-UXLDC41,SharkBite,Push Fittings,13.77,0.33,0.46,1-1-2-sharkbite-disconnect-clip,44351372165223,7715770433639
SHAR-UR016A,SharkBite,Push Fittings,13.73,0.33,0.46,3-4-sharkbite-max-coupling,44351368364135,7715768238183
SHAR-UR058A,SharkBite,Push Fittings,13.73,0.33,0.46,3-4-x-1-2-sharkbite-max-reducing-coupling,44351368462439,7715768336487
PASC-4815,Pasco,Miscellaneous Tools,13.62,0.33,0.46,1-2-pipe-tap,44351272222823,7715714957415
PASC-4920,Pasco,Miscellaneous Tools,13.62,0.33,0.46,telescoping-magnetic-retriever-tool,44351273271399,7715715580007
MILW-48-00-5226,Milwaukee Tools,Sawzall & Hackzall Blades,13.18,0.35,0.44,9-5-tpi-ax-with-carbide-teeth-sawzall-blade-for-wood-with-nails-1-pack,44350917673063,7715538731111
IPSC-10260,Weld-On,Cements,12.87,0.33,0.43,weld-on-790-multi-purpose-solvent-cement-light-amber-low-voc-high-strength-medium-bodied-fast-setting-1-4-pint-4-fl-oz,44353494253671,7716840276071
SHAR-U246LFA,SharkBite,Push Fittings,12.81,0.33,0.43,3-8-sharkbite-90-elbow,44351368069223,7715767943271
SHAR-UR248A,SharkBite,Push Fittings,12.81,0.33,0.43,1-2-sharkbite-max-90-elbow,44351369576551,7715768959079
SHAR-UR280A,SharkBite,Push Fittings,12.81,0.33,0.43,1-2-sharkbite-max-male-adapter-elbow,44351369773159,7715769122919
SHAR-UR308A,SharkBite,Push Fittings,12.81,0.33,0.43,1-2-sharkbite-max-female-adapter-elbow,44351370100839,7715769352295
SHAR-UR334A,SharkBite,Push Fittings,12.81,0.33,0.43,1-2-sharkbite-max-drop-ear-elbow,44351370133607,7715769385063
MILW-48-00-5221,Milwaukee Tools,Sawzall & Hackzall Blades,12.51,0.35,0.42,6-5-tpi-ax-with-carbide-teeth-sawzall-blade-for-wood-with-nails-1-pack,44350917640295,7715538698343
SHAR-UR518A,SharkBite,Push Fittings,12.35,0.33,0.42,3-4-sharkbite-max-end-cap,44351370428519,7715769679975
SHAR-U004LFA,SharkBite,Push Fittings,11.89,0.33,0.4,1-4-sharkbite-coupling,44351367446631,7715767779431
PASC-4532,Pasco,Miscellaneous Tools,11.77,0.33,0.4,3-4-nipple-extractor,44351269470311,7715712925799
SHAR-U006LFA,SharkBite,Push Fittings,11.43,0.33,0.39,3-8-sharkbite-coupling,44351367970919,7715767844967
SHAR-U009LFA,SharkBite,Push Fittings,11.43,0.33,0.39,3-8-x-1-2-sharkbite-reducing-coupling,44351368003687,7715767877735
SHAR-UR008A,SharkBite,Push Fittings,11.43,0.33,0.39,1-2-sharkbite-max-coupling,44351368331367,7715768205415
SHAR-UR068A,SharkBite,Push Fittings,10.98,0.33,0.37,1-2-x-3-4-sharkbite-max-female-adapter,44351369019495,7715768434791
SHAR-UR088A,SharkBite,Push Fittings,10.98,0.33,0.37,3-4-sharkbite-max-female-adapter,44351369085031,7715768500327
SHAR-UR116A,SharkBite,Push Fittings,10.98,0.33,0.37,1-2-x-3-4-sharkbite-max-male-adapter,44351369150567,7715768565863
SHAR-UR134A,SharkBite,Push Fittings,10.98,0.33,0.37,3-4-sharkbite-max-male-adapter,44351369248871,7715768664167
HONE-392449-1/U,Resideo,Gas Ignition Components,10.33,0.2,0.35,compression-fitting-for-1-8-in-od-pilot-tubing-0-78-in-total-overall-length,44351298830439,7715729866855
DEAR-P9186,Dearborn,Center Outlet,8.55,0.2,0.29,dearborn-1-1-2-baffle-tee-for-slip-joint-center-outlet-waste,44350527111271,7715353690215
HONE-FV147A/U,Resideo,Air Vents,8.43,0.2,0.28,maxivent-air-vent-for-heating-and-cooling-systems,44351312592999,7715737337959
HONE-RWD11/C,Resideo,Sensors,8.28,0.2,0.28,single-use-water-leak-alarm-10-ct,44351323766887,7715743170663
HGRI-454010,nVent Caddy,Split Ring Hangers,7.88,0.2,0.27,nvent-caddy-superfix-454-standard-duty-2-244-2-402-57-60-3-mm-od-2-pipe,44351208194151,7715675209831
HERC-90260,Hercules,Wax Rings & Bolts,7.83,0.2,0.26,hercules-2-in-johni-rings-for-urinals,44350805966951,7715467690087
