sku,vendor,ptype,price,lb_loja,teto_lb,handle,variant_id,product_id
MOEN-T3290,Moen,Pressure Balance Valve Trims,237.38,1.0,8.0,moen-align-2-handle-moentrol-transfer-valve-trim-kit-in-chrome-valve-not-included,44350989303911,7715587457127
SLOA-1107009,Sloan,Urinals,236.04,1.0,7.95,small-washdown-urinal-su7009a-heu-small-ur-fix-asm-ts-univ-white-vitreous-china,44351416762471,7715792388199
DIAB-DS0910CF10,Diablo,Sawzall & Hackzall Blades,231.87,0.35,7.81,9-10-tpi-steel-demon-carbide-teeth-reciprocating-saw-blades-for-medium-metal-10-pack,44350628823143,7715389833319
AMST-4270A.104.020,American Standard,Toilet Tanks Only,228.85,2.0,7.71,heritage-vormax-1-28-gpf-4-8-lpf-12-inch-rough-tank-only-white,44350252712039,7715215278183
HGRO-27393671,Hansgrohe,Shower Arms,228.6,1.0,7.7,hansgrohe-raindance-e-extension-pipe-for-ceiling-mount-in-matte-black,44350764515431,7715456516199
HGRO-27393821,Hansgrohe,Shower Arms,228.6,1.0,7.7,hansgrohe-raindance-e-extension-pipe-for-ceiling-mount-in-brushed-nickel,44350764548199,7715456548967
DELT-RP293,Delta,Tub Drains,228.42,2.0,7.7,delta-bath-waste-assembly-chrome,44350562041959,7715367813223
AMAC-125-74753-11,A.Y. McDonald Industries,Water Service Fittings,228.15,1.0,7.69,1-1-4-ranger-male-adapter,44350226563175,7715202269287
MOEN-UT2842EP,Moen,Shower Trim Sets,227.01,1.0,7.65,moen-glyde-m-core-2-series-eco-performance-1-handle-shower-trim-kit-in-chrome-valve-sold-separately,44350994448487,7715591880807
RHEE-SP14270H,Rheem Manufacturing,Gas Valves & Controls,226.88,2.0,7.65,natural-gas-control-thermostat-for-gas-water-heater-rhee-sp14270h,44351356371047,7715760701543
MILW-2526-20,Milwaukee Tools,Oscillating Tools (M12),226.75,0.73,7.64,m12-fuel-oscillating-multi-tool,44350914101351,7715535159399
MOUN-MT749-3/MB,Mountain Plumbing Products,Decorative Drainage,226.2,1.0,7.62,tear-drop-pattern-lavatory-grid-drain-with-overflow-matte-black,44350999036007,7715595550823
MOUN-MT749/MB,Mountain Plumbing Products,Decorative Drainage,226.2,1.0,7.62,tear-drop-pattern-lavatory-grid-drain-without-overflow-matte-black,44350999199847,7715595681895
MOUN-MT749/ORB,Mountain Plumbing Products,Decorative Drainage,226.2,1.0,7.62,tear-drop-pattern-lavatory-grid-drain-without-overflow-oil-rubbed-bronze,44350999232615,7715595714663
DXVF-7381338-201.2950A,DXV,Toilet Repair Parts & Accessories,225.75,2.0,7.61,dual-flush-push-button-in-brushed-nickel,44350685708391,7715404546151
HONE-ARD18TZ/U,Resideo,Zone Dampers,225.27,2.0,7.59,18-in-round-automatic-damper,44351304597607,7715732783207
MILW-2846-20,Milwaukee Tools,Portable Power,225.19,0.73,7.59,m18-top-off-175w-power-supply,44350915313767,7715536371815
MOUN-MT951/ORB,Mountain Plumbing Products,Air Switches,223.27,1.0,7.52,round-classic-waste-disposer-air-switch-with-direct-plug-in-oil-rubbed-bronze,44350999298151,7715595780199
MOUN-MT953/MB,Mountain Plumbing Products,Air Switches,223.27,1.0,7.52,round-classic-waste-disposer-air-switch-with-freedom-mount-matte-black,44350999494759,7715595944039
MOUN-MT953/ORB,Mountain Plumbing Products,Air Switches,223.27,1.0,7.52,round-classic-waste-disposer-air-switch-with-freedom-mount-oil-rubbed-bronze,44350999527527,7715595976807
MOUN-MT953/VB,Mountain Plumbing Products,Air Switches,223.27,1.0,7.52,round-classic-waste-disposer-air-switch-with-freedom-mount-venetian-bronze,44350999593063,7715596042343
AMST-0268.001.020,American Standard,Pedestal Sinks,223.03,1.0,7.52,ravenna-center-hole-only-pedestal-sink-top-white,44350231216231,7715205120103
DIAB-DS0908CF10,Diablo,Sawzall & Hackzall Blades,222.88,0.35,7.51,9-8tpi-steel-demon-carbide-teeth-reciprocating-saw-blades-for-thick-metal-10-pack,44350624792679,7715389145191
DELT-T14432-SS,Delta,Tub-Shower Trim Sets,222.63,1.0,7.5,delta-woodhurst-tub-shower-trim-stainless,44350581506151,7715374366823
HGRO-04880000,Hansgrohe,Diverter Valve Trims,221.4,1.0,7.46,hansgrohe-ecostat-diverter-trim-square-trio-quattro-in-chrome,44350758420583,7715454189671
AMST-0954.004EC.020,American Standard,Wall-Mount Sinks,217.22,1.0,7.32,murro-wall-hung-everclean-sink-with-4-inch-centerset-white,44350236033127,7715207512167
MOEN-S116,Moen,Shower Arms,215.66,1.0,7.27,moen-16-in-pivoting-adjustable-shower-arm-in-chrome,44350982226023,7715583164519
MOEN-T2138EPBN,Moen,Shower Trim Sets,214.2,1.0,7.22,moen-eva-brushed-nickel-posi-temp-r-shower-only,44350985764967,7715584344167
MOEN-T2282EPBN,Moen,Shower Trim Sets,214.2,1.0,7.22,moen-dartmoor-posi-temp-rain-shower-single-handle-shower-only-faucet-trim-kit-in-brushed-nickel-valve-sold-separately,44350987468903,7715585818727
MILW-0818-20,Milwaukee Tools,Miscellaneous Tools & Accessories,212.87,0.73,7.17,m18-brushless-fan-w-packout-compatibility,44350912069735,7715533160551
MILW-2575-21,Milwaukee Tools,Trapsnake,212.87,0.73,7.17,m12-trapsnake-driver-kit,44350914330727,7715535388775
MILW-2955-20,Milwaukee Tools,Radios & Speakers,212.85,0.73,7.17,m12-bluetooth-jobsite-speaker-w-packout-compatibility,44350916100199,7715537158247
GROH-26.7442430,Grohe,Body Sprays,211.86,1.0,7.14,body-spray-2-sprays-0-9gpm-in-matte-black,44350723391591,7715430596711
BRIZ-691876-PC,Brizo,"Towel Bars, Rings & Hooks",211.59,1.0,7.13,brizo-invari-18-towel-bar-chrome,44350370480231,7715261874279
BRIZ-692476-PC,Brizo,"Towel Bars, Rings & Hooks",211.59,1.0,7.13,brizo-invari-24-towel-bar-chrome,44350370611303,7715261972583
VEGA-49410,Viega,10-Port Manifold,210.23,2.0,7.08,19-95-x-4-75-x-4-37-1-2-10-port-pex-press-x-pex-press-100-psi-lead-free-polymer-zoning-manifold,44353466433639,7716814192743
GROH-29.2032431,Grohe,Diverter Valve Trims,208.06,1.0,7.01,3-way-diverter-trim-in-matte-black,44350725423207,7715432366183
GERB-13-562,Gerber,Pedestal Sinks,202.5,1.0,6.82,viper-standard-ped-top-24x20-single-hole-white,44350710448231,7715421585511
MOEN-T2903EPBL,Moen,Tub-Shower Trim Sets,202.33,1.0,6.82,moen-gibson-1-handle-posi-temp-tub-and-shower-faucet-trim-kit-in-matte-black-valve-not-included,44350988976231,7715587129447
AMST-6002.001.020,American Standard,Urinals,202.23,1.0,6.82,pintbrook-0-125-0-5-gpf-0-47-1-9-lpf-top-spud-urinal-white,44350255595623,7715216654439
JOMA-600-02DSEL,Jomar,Butterfly Valves,198.75,2.0,6.7,2-lug-style-epoxy-coated-ductile-iron-body-stainless-steel-disc,44350834770023,7715488661607
AMST-0044.000.020,American Standard,Wall-Mount Sinks,198.06,1.0,6.67,ravenna-semi-pedestal-leg-white,44350231117927,7715205021799
AMTR-389732,Amtrol,Expansion Tanks (Heating),195.17,2.0,6.58,6-7-gallon-ex-60-extrol-expansion-tank,44350275059815,7715225960551
BRIZ-693598-SL,Brizo,Robe Hooks,193.29,1.0,6.51,brizo-levoir-double-robe-hook-luxe-steel,44350370807911,7715262201959
AMAC-150-74753-22,A.Y. McDonald Industries,Water Service Fittings,190.65,1.0,6.42,1-1-2-copper-tube-size-cts-x-male-adapter,44350228299879,7715203088487
MOEN-L2353EP,Moen,Tub-Shower Trim Sets,189.9,1.0,6.4,moen-chateau-posi-temp-single-handle-1-spray-tub-and-shower-faucet-with-valve-in-chrome-valve-included,44350981898343,7715582869607
DIAB-DHS06CFS,Diablo,Carbide Hole Saws,189.12,0.24,6.37,6-pc-steel-demon-carbide-teeth-hole-cutter-set-6-pieces,44350592712807,7715379708007
MILW-2358-20,Milwaukee Tools,Flood Lights,188.48,0.73,6.35,m18-rover-clamping-flood-light,44350913249383,7715534307431
AMAC-5424-422,A.Y. McDonald Industries,Water Service Fittings,187.6,1.0,6.32,tank-tee-1-1-4x14-72045xl-kit,44350229020775,7715203645543
MOUN-MT951/BRN,Mountain Plumbing Products,Air Switches,186.23,1.0,6.28,round-classic-waste-disposer-air-switch-with-direct-plug-in-brushed-nickel,44350999265383,7715595747431
MOUN-MT953/BRN,Mountain Plumbing Products,Air Switches,186.23,1.0,6.28,round-classic-waste-disposer-air-switch-with-freedom-mount-brushed-nickel,44350999330919,7715595812967
MOUN-MT953/PN,Mountain Plumbing Products,Air Switches,186.23,1.0,6.28,round-classic-waste-disposer-air-switch-with-freedom-mount-polished-nickel,44350999560295,7715596009575
MILW-0820-20,Milwaukee Tools,Radios & Speakers,185.15,0.73,6.24,m12-mounting-fan,44350912102503,7715533193319
MILW-49-90-2019A,Milwaukee Tools,"Nozzles, Hoses & Accessories",183.9,0.73,6.2,air-tip-3-piece-automotive-vacuum-tool-kit,44350946836583,7715560915047
HONE-ARD14TZ/U,Resideo,Zone Dampers,180.54,2.0,6.08,14-in-round-automatic-damper,44351304564839,7715732750439
MOEN-UT2663NH,Moen,Tub-Shower Trim Sets,179.98,1.0,6.07,moen-vichy-m-core-2-series-1-handle-tub-and-shower-trim-kit-in-chrome-valve-sold-separately,44350994382951,7715591815271
DXVF-D35120210.243,DXV,"Towel Bars, Rings & Hooks",179.55,1.0,6.05,dxv-modulus-towel-hook-in-matte-black,44350686855271,7715405693031
DELT-T14237-SSLHD,Delta,Shower Trim Sets,179.25,1.0,6.04,delta-velum-monitor-14-series-shower-trim-less-head-stainless,44350578065511,7715373252711
MOEN-UTL171EP,Moen,Shower Trim Sets,178.08,1.0,6.0,moen-legend-m-core-3-series-1-handle-eco-performance-shower-trim-kit-in-chrome-valve-sold-separately,44350995005543,7715592339559
MILW-48-00-5573,Milwaukee Tools,Sawzall & Hackzall Blades,177.38,0.35,5.98,12-wrecker-with-nitrus-carbide-sawzall-blade-for-multi-material-5-pack,44350918557799,7715539615847
VEGA-49473,Viega,7-Port Manifold,176.5,2.0,5.95,14-91-x-4-75-x-4-37-1-2-7-port-pex-press-x-pex-press-100-psi-lead-free-polymer-zoning-manifold,44353468465255,7716816224359
MILW-2847-20,Milwaukee Tools,Portable Power,174.25,0.73,5.87,m18-top-off-charger-power-supply,44350915346535,7715536404583
RHEE-SP21195C,Rheem Manufacturing,Gas Valves & Controls,173.72,2.0,5.85,wr-gas-valve-pilot-adapter-kit-ng,44351358107751,7715762372711
DIAB-DS0610CF10,Diablo,Sawzall & Hackzall Blades,173.5,0.35,5.85,6-10tpi-steel-demon-carbide-teeth-reciprocating-saw-blades-for-medium-metal-10-pack,44350624235623,7715388588135
DIAB-DS0909CGP10,Diablo,Sawzall & Hackzall Blades,173.28,0.35,5.84,9-6-9tpi-demo-demon-carbide-tipped-reciprocating-saw-blade-for-general-purpose-cuts-10-pack,44350624890983,7715389243495
HGRO-27393001,Hansgrohe,Shower Arms,172.8,1.0,5.82,hansgrohe-raindance-e-extension-pipe-for-ceiling-mount-in-chrome,44350764482663,7715456483431
MOUN-MT953/BRS,Mountain Plumbing Products,Air Switches,172.57,1.0,5.82,round-classic-waste-disposer-air-switch-with-freedom-mount-brushed-stainless,44350999396455,7715595878503
DIVE-FP-22,DiversiTech,Condensate Pumps & Accessories,171.56,1.0,5.78,high-tempature-condensate-pump-120v-22-ft-lift,44350650974311,7715397468263
DXVF-D00495221.415,DXV,Consoles & Vanity Top Sinks,166.95,1.0,5.63,bowen-oval-sink-in-canvas-white,44350685806695,7715404644455
GERB-G00G9155TC,Gerber,Tub-Shower Trim Sets,166.5,1.0,5.61,viper-1h-tub-shower-trim-kit-treysta-cartridge-1-75gpm-chrome,44350718214247,7715426467943
MOEN-S134BL,Moen,Shower Arms,165.98,1.0,5.59,moen-matte-black-shower-arm,44350982422631,7715583328359
DURA-03954900172,Duravit,Undermount Bathroom Sinks,165.75,1.0,5.59,duravit-no-1-19-1-4-rectangular-undermount-sink-in-white-with-overflow,44350672535655,7715400876135
BRIZ-695076-PC,Brizo,Paper Holders & Brush Sets,164.73,1.0,5.55,brizo-invari-tissue-holder-chrome,44350370873447,7715262267495
DIAB-DS0608CF10,Diablo,Sawzall & Hackzall Blades,163.48,0.35,5.51,6-8tpi-steel-demon-carbide-teeth-reciprocating-saw-blades-for-thick-metal-10-pack,44350624039015,7715388391527
GROH-28.4922430,Grohe,Shower Arms,162.51,1.0,5.48,12-ceiling-shower-arm-in-matte-black,44350724800615,7715431809127
MOEN-UT2721,Moen,Diverter Valve Trims,160.5,1.0,5.41,moen-glyde-1-handle-m-core-transfer-valve-trim-kit-in-chrome-valve-sold-separately,44350994415719,7715591848039
MILW-2361-20,Milwaukee Tools,Flood Lights,156.68,0.73,5.28,m18-rover-flood-light-tool-only,44350913314919,7715534372967
RECT-97258,RectorSeal,Miscellaneous Tools,155.07,0.33,5.23,golden-extractor-97258-tub-drain-tool-fast-applications-plumbing-3-8,44351290769511,7715724886119
GROH-27.217EN0,Grohe,Shower Arms,154.16,1.0,5.2,6-ceiling-shower-arm-in-grohe-brushed-nickel,44350723653735,7715430826087
DELT-T14432,Delta,Tub-Shower Trim Sets,152.44,1.0,5.14,delta-woodhurst-tub-shower-trim-chrome,44350580981863,7715374202983
SHAR-PVA20M-DSB-60,SharkBite,Push Fittings,151.52,0.33,5.11,1-eb45-direct-sharkbite-pressure-regulating-valve-prv-ptc-x-ptc,44351367381095,7715767713895
MOEN-S122BN,Moen,Shower Arms,150.75,1.0,5.08,moen-rothbury-8-in-shower-arm-in-brushed-nickel,44350982291559,7715583230055
DUTC-97976,Flamco,Expansion Tanks (Water Heating),150.0,2.0,5.05,3-4-x-1-2-wall-mount-expansion-tank-bracket-domestic,44350697373799,7715413131367
BRIZ-RP92044-PN,Brizo,Shower Arms,149.35,1.0,5.03,brizo-levoir-7-1-2-shower-arm-and-flange-polished-nickel,44350375198823,7715265937511
DIAB-D1484X,Diablo,Circular Saw Blades,149.09,0.73,5.02,14-x-84-teeth-fine-finish-saw-blade-for-wood,44350589730919,7715378430055
MATC-HS-650C,Matco-Norca,Tub-Shower Trim Sets,148.0,1.0,4.99,hs-650c-slide-bar-shower-system-chrome,44350905483367,7715527426151
MOEN-131553BL,Moen,Faucet & Tap Parts & Accessories,147.42,2.0,4.97,moen-matte-black-line-list-items,44350968332391,7715573006439
MOEN-T2902EPBL,Moen,Shower Trim Sets,146.56,1.0,4.94,moen-gibson-1-handle-posi-temp-shower-only-faucet-trim-kit-in-matte-black-valve-not-included,44350988746855,7715586932839
HONE-ARD6TZ/U,Resideo,Zone Dampers,146.37,2.0,4.93,6-in-round-automatic-damper,44351304663143,7715732848743
BRIZ-RP81628BN,Brizo,Bathroom Sink Accessories,145.69,1.0,4.91,brizo-push-button-pop-up-with-overflow-brushed-nickel,44350375100519,7715265839207
MILW-49-16-2790,Milwaukee Tools,Blowers,145.4,0.73,4.9,blower-gutter-attachment,44350939234407,7715555704935
GROH-27.489000,Grohe,Shower Arms,142.77,1.0,4.81,12-shower-arm-with-square-flange-in-grohe-chrome,44350723981415,7715431120999
DELT-U4999-CZ,Delta,Shower Arms,142.62,1.0,4.81,delta-universal-ceiling-mount-shower-arm-flange-champagne-bronze,44350589567079,7715378266215
MOEN-T2900BN,Moen,Pressure Balance Valve Trims,142.55,1.0,4.8,moen-gibson-2-handle-wall-mount-valve-trim-kit-with-3-setting-integrated-diverter-in-brushed-nickel-valve-not-included,44350988681319,7715586867303
MILW-2350-20,Milwaukee Tools,Flood Lights,141.44,0.73,4.77,m12-rover-multi-directional-flood-light-w-packout-compatibility,44350913085543,7715534143591
MOUN-MT202/CPB,Mountain Plumbing Products,Flanges & Stoppers,141.38,1.0,4.76,classic-complete-stopper-strainer-unit-waste-disposer-trim-extended-flange-polished-chrome,44350997594215,7715594338407
MILW-2359-20,Milwaukee Tools,Flood Lights,140.97,0.73,4.75,m18-rover-compact-folding-flood-light-w-usb-charging,44350913282151,7715534340199
HONE-ARD5TZ/U,Resideo,Zone Dampers,140.97,2.0,4.75,5-in-round-automatic-damper,44351304630375,7715732815975
